,wt,fiber,half,1pok-fiber2,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Category,names,nwt,nfiber,nhalf,n1pok-fiber2,ywt,yfiber,yhalf,y1pok-fiber2,rwt,rfiber,rhalf,r1pok-fiber2
1,0.1055,0.06184375,0.036954128440367,0.220359375,1,0,0,1,0,0,0,Chaperone,HSP104,6,32,109,576,584.8665,118.7295,39.7178623853211,445.035951388889,1098.73533333333,1149.722625,807.004807339449,866.632553819444
2,0,0.014869565217391,0.178818181818182,-0.059594650205761,0,1,0,0,0,0,0,Chaperone,HSP78,1,69,242,486,474.305,83.4717246376812,41.2314421487603,425.328306584362,230.029,310.682550724638,270.536818181818,231.967580246914
3,0,0.034450980392157,0.164999449561403,-0.04637037037037,0,1,0,0,0,0,0,Chaperone,MCX1,6,51,228,432,510.564833333333,86.8921568627451,38.4408070175439,422.187837962963,70.8405,44.3683725490196,36.5064824561403,39.5527847222222
4,0,0.019242424242424,-0.017014084507042,0.115166676785714,0,0,0,1,0,0,0,DNA-related,RVB1,8,66,213,672,581.94775,112.917848484848,37.6143849765258,541.983944940476,303.37375,299.2805,240.606769953052,261.536672619048
5,0,0.004767123287671,-0.003780821917808,0.158519085773913,0,0,0,1,0,0,0,DNA-related,RVB2,8,73,219,575,568.327125,104.370931506849,36.2241780821918,487.771610434783,211.684375,241.897164383562,194.604150684932,213.336029565217
6,0,0.023762711864407,-0.001021929824561,-0.022985568794326,0,0,1,0,0,0,0,Chaperone,CNE1,3,59,228,705,563.444333333333,91.586813559322,38.4616359649123,539.822543262411,103.692333333333,17.7580338983051,12.7515570175439,14.7222765957447
7,0.019,0.013110541573034,0.004516483516484,0.126713636941581,0,0,0,0,0,1,0,Chaperone,TCP1,6,89,182,582,360.981666666667,98.6305280898876,40.0736648351648,434.825486254296,345.992666666667,313.092741573034,259.673181318681,267.754697594502
8,0,0.00245652173913,0.015563463687151,0.003693914522822,1,0,0,0,0,0,0,Chaperone,CCT2,3,92,179,482,586.942666666667,115.244108695652,40.0484134078212,439.986914937759,6.93033333333334,21.0146956521739,8.17785474860335,10.5414813278008
9,-0.026363636363636,0.039464788732394,-0.064818481848185,-0.017280821028037,1,0,0,0,0,0,0,Chaperone,CCT3,11,71,303,642,527.769090909091,113.076084507042,39.3740693069307,439.137895638629,94.5968181818182,67.7397323943662,58.8995148514852,64.0714470404984
10,0,0.020806451612903,0.049443037974684,0.151083333333333,1,0,0,0,0,0,0,Chaperone,CCT4,6,31,79,144,230.3155,86.7291612903226,39.8346075949367,309.335125,173.795333333333,198.941548387097,141.402962025316,161.089402777778
11,0,0.021777777777778,0.045387351778656,0.170839103058824,1,0,0,0,0,0,0,Chaperone,CCT5,6,45,253,425,548.4805,101.665933333333,39.6947233201581,480.665938823529,217.563833333333,278.280911111111,225.674355731225,225.399075294118
12,-0.004333333333333,0.014941176470588,0.008701754385965,-0.019943532093023,1,0,0,0,0,0,0,Chaperone,CCT6,6,85,171,645,416.260833333333,113.451505882353,40.612701754386,450.762443410853,9.3295,18.7964235294118,7.72532748538012,14.9397875968992
13,0,0.197578125,0.316085626911315,-0.028742511977186,0,1,0,0,0,0,0,Chaperone,HSP10,4,64,327,526,511.34525,82.089875,47.0085351681957,448.414420152091,1297.41125,1327.980640625,1088.91878287462,1065.95501330798
14,0.159666666666667,0.018806451612903,0.007467065868263,0.083269776876268,1,1,0,1,0,0,0,Chaperone,APJ1,3,62,167,493,651.482666666667,108.346483870968,37.2587664670659,432.32069979716,39.8936666666667,25.9232258064516,12.4473532934132,19.1131176470588
15,0,0.004322580645161,-0.033114678899083,0.159969030547945,1,0,0,1,0,0,0,Chaperone,CAJ1,8,62,218,730,476.022375,107.753306451613,37.1965642201835,428.994978082192,199.912625,155.210064516129,135.36247706422,144.414732876712
16,0,0.049897435897436,-0.012863636363636,0.094258207926988,0,0,0,1,0,0,0,RNA-related,CWC23,6,39,286,767,450.877166666667,113.657666666667,36.9326468531469,526.137805736636,44.6346666666667,38.4274102564103,18.5613601398601,21.6060117340287
17,0,0.025790322580645,0.012165938864629,0.04744348297349,1,0,1,0,0,0,1,Peroxisom-related,DJP1,9,124,229,679,463.548555555556,101.381072580645,35.9695895196507,456.662428571429,200.502222222222,157.772846774194,135.440449781659,143.334197349043
18,0,0,-0.010201612903226,-0.054837688117284,0,0,1,0,0,0,0,Folding-related,ERJ5,6,34,248,648,532.858,105.335676470588,37.0696411290323,426.920970679012,32.8725,52.2785294117647,27.423064516129,30.6786990740741
19,0.023714285714286,0.021297619047619,-0.000377777777778,0.010835573843236,0,0,1,0,0,0,0,Chaperone,HLJ1,7,84,270,791,404.711857142857,107.326630952381,38.2231555555556,452.735606826802,64.0571428571428,56.3009166666667,33.5082444444444,41.3635233881163
20,0.008333333333333,0.032435294117647,0.167986486486486,-0.029029460061444,0,1,0,0,0,0,0,Chaperone,JAC1,6,85,222,651,578.980833333333,102.1132,38.6743513513513,457.996768049155,64.2961666666667,29.3385764705882,18.4116081081081,19.5467726574501
21,0.104,-0.00276,-0.012276150627615,-0.037326500801282,0,0,1,0,0,0,0,Chaperone,JEM1,5,50,239,624,450.2724,105.80134,39.4856234309623,469.923025641026,44.209,54.81576,44.0801506276151,47.2462099358974
22,-0.034714285714286,0.01215,0.097030150753769,-0.027681114551084,0,1,0,0,0,0,0,Chaperone,JID1,7,80,199,646,332.917714285714,106.2792,40.0146783919598,470.032462848297,18.5331428571429,27.4866,13.1079949748744,16.666613003096
23,-0.0138,0.005395348837209,0.015536082474227,0.022503164556962,1,1,0,0,0,0,0,Chaperone,JJJ1,5,86,291,632,589.4746,104.364441860465,38.49135395189,437.068191455696,27.6006,33.1599418604651,17.688618556701,20.4447658227848
24,0.029,0.026153846153846,-0.01040251572327,0.027206649051491,1,0,0,1,0,0,0,Chaperone,JJJ2,4,78,159,738,358.92775,83.5449230769231,39.076679245283,458.520364498645,45.00975,18.2449615384615,10.3796666666667,14.4109647696477
