,nothing,half,fiber,wt,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Peroxisome,golgi,lipid droplet,Category,SGA-hit,names,nnothing,nhalf,nfiber,nwt,ynothing,yhalf,yfiber,ywt,rnothing,rhalf,rfiber,rwt
1,NA,3042.32584269663,2887.81462799496,1988.5641025641,1,0,0,0,0,0,0,0,0,0,Oxidative-stress,1,GND1,NA,356,793,156,NA,274.209542134831,873.799447667087,689.952378205128,NA,1923.87666292135,1819.90789029004,1192.15651282051
2,NA,1338.57142857143,1712.65714285714,2108.10256410256,0,1,1,0,0,0,0,0,0,1,Lipid-Related,1,ERG6,NA,154,140,39,NA,250.090045454545,750.590807142857,685.096794871795,NA,316.06475974026,374.759364285714,395.398538461538
3,NA,551.59375,644.877005347594,814.2,1,0,0,0,0,0,0,0,0,0,Stress-related,0,PUB1,NA,32,187,25,NA,293.95515625,979.338898395722,673.561,NA,320.95721875,367.273732620321,404.28372
4,NA,616.982269503546,622.2,465.472222222222,0,0,0,1,0,0,0,0,0,0,Proteasome,0,PRE1,NA,282,10,108,NA,253.955897163121,970.5875,701.549481481482,NA,146.095024822695,171.385,236.549351851852
5,NA,84.5320197044335,99.6451612903226,117.414634146341,1,0,0,0,0,0,0,0,0,0,Protease,0,SDD3,NA,203,62,82,NA,262.346911330049,881.898467741936,718.566036585366,NA,50.2944532019704,49.2611935483871,57.9248902439024
6,2159.3153526971,720.1640625,1133.44642857143,1424.35294117647,0,0,1,0,0,0,0,0,0,0,AA-related,1,BAP2,482,768,56,51,23.6999107883817,269.196829427083,511.163375,629.007784313726,727.744688796681,234.464865885417,307.976125,381.801078431373
7,NA,173.477777777778,434.329113924051,1314.46774193548,1,0,0,0,0,0,0,0,0,0,Stress-related,0,TPS1,NA,270,79,62,NA,257.54982962963,777.608303797468,734.59964516129,NA,92.983662962963,222.420974683544,697.514790322581
8,NA,41.7737430167598,64.2916666666667,106.230769230769,1,0,0,0,0,0,0,0,0,0,Lipid-Related,1,PDR17,NA,358,72,13,NA,262.05575698324,668.173986111111,687.799923076923,NA,19.7010391061453,29.0397916666667,52.8731538461538
9,NA,279.529411764706,814.6625,1696.61538461538,1,0,0,0,0,0,0,0,0,0,AA-related,0,ARG4,NA,34,80,13,NA,261.140058823529,709.529825,666.171692307692,NA,166.148058823529,479.1113375,1004.51676923077
10,NA,142.590909090909,392,606.647058823529,0,1,0,0,0,0,0,0,0,0,Stress-related,0,TPS2,NA,22,120,17,NA,259.982454545455,573.079541666667,703.671176470588,NA,75.2300454545455,203.821083333333,322.585764705882
