,3n75 fiber,half,fiber,wt,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Peroxisome,golgi,lipid droplet,Category,SGA-hit,names,n3n75 fiber,nhalf,nfiber,nwt,y3n75 fiber,yhalf,yfiber,ywt,r3n75 fiber,rhalf,rfiber,rwt
1,0.214783783783784,0.033753974664937,0.049602620087336,0.093301886792453,1,0,0,0,0,0,0,0,0,0,Oxidative-stress,1,GND1,37,2313,229,106,633.952297297297,50.0629645482058,76.2782751091703,119.924509433962,879.443,1780.24682230869,1513.9621790393,1477.94911320755
2,0.0432,0.097048134777377,0.038081218274112,0.010227272727273,0,1,1,0,0,0,0,0,0,1,Lipid-Related,1,ERG6,5,831,197,44,669.6072,47.0269121540313,68.9572233502538,116.238590909091,269.5374,351.208534296029,293.174715736041,310.007954545455
3,0.302555555555556,0.042439720726783,0.049976190476191,0.160197183098592,1,0,0,0,0,0,0,0,0,0,Stress-related,0,PUB1,9,743,210,142,724.477,47.0382247644684,76.9870571428571,125.78376056338,160.806111111111,336.071495289367,296.157952380952,270.805443661972
4,0.2385,0.019493601607717,0.017336134453782,0.08316,0,0,0,1,0,0,0,0,0,0,Proteasome,0,PRE1,6,311,238,50,282.215333333333,47.3048553054662,71.8899789915966,126.72268,90.1273333333333,150.800250803859,139.732453781513,145.73424
5,0.093636363636364,0.071748507464325,0.021792452830189,0.061238805970149,1,0,0,0,0,0,0,0,0,0,Protease,0,SDD3,11,911,53,67,740.764454545455,44.8519868276619,77.3876037735849,115.266253731343,40.8375454545455,58.6442469813392,53.9797169811321,46.7547014925373
6,0.127,-0.157505869338677,0.01030985915493,-0.038852941176471,0,0,1,0,0,0,0,0,0,0,AA-related,1,BAP2,3,1497,71,68,102.866666666667,42.9406847027388,90.6071126760563,119.983573529412,119.242,226.558213092852,296.446577464789,280.854338235294
7,0.265,0.037304198135819,0.02098275862069,0.092443661971831,1,0,0,0,0,0,0,0,0,0,Stress-related,0,TPS1,9,751,58,142,759.232444444444,45.6562023968043,82.0873620689655,129.248929577465,70.0701111111111,81.9675312916112,91.311,81.7676690140845
8,0.088888888888889,-0.007933852140078,-0.010047619047619,0.010664125252525,1,0,0,0,0,0,0,0,0,0,Lipid-Related,1,PDR17,9,257,21,99,499.369333333333,46.7658249027237,81.1588095238095,129.805676767677,22.5055555555556,25.3191439688716,30.5160476190476,26.6899494949495
9,0.2738,0.03115873015873,0.014310344827586,0.083975,1,0,0,0,0,0,0,0,0,0,AA-related,0,ARG4,5,189,29,40,814.6128,49.1587671957672,83.3095172413793,133.9814,149.935,150.206222222222,140.065310344828,100.3001
10,NA,0.000548780487805,0.029666666666667,0.125222222222222,0,1,0,0,0,0,0,0,0,0,Stress-related,0,TPS2,NA,246,12,27,NA,51.5557764227642,96.1179166666667,132.288259259259,NA,50.907906504065,63.7886666666667,53.1081111111111
11,0.4908,0.027081896551724,0.050283536585366,0.074834862385321,1,0,0,1,0,0,0,0,0,0,Oxygen-growth,1,SPE2,5,464,328,109,747.4004,48.7768965517241,70.1378597560976,130.319495412844,121.9224,102.66638362069,90.2093292682927,95.8307431192661
12,0.025,0.04261441386537,0.025664652567976,0.034654797568389,1,0,0,1,0,0,0,0,0,0,Stress-related,0,GSY2,7,3907,331,329,497.299142857143,45.3719736370617,74.8338429003021,124.693234042553,103.343428571429,28.4172928077809,31.067163141994,32.5531489361702
13,0.217133333333333,-0.008429877322382,0.001333333333333,0.0169,1,0,0,0,0,0,0,0,0,0,Multivesicular-body-sorting,1,IST1,15,1948,258,70,625.449266666667,42.719635523614,62.8565891472868,106.725042857143,69.2766,9.57057289527721,11.2922558139535,11.1132142857143
14,0.1894,0.000773653107345,-0.001701754385965,-0.00146,1,0,1,0,0,0,0,0,0,0,Multivesicular-body-sorting,0,VPS4,5,708,57,50,570.7428,45.3261129943503,73.3110877192982,120.62396,48.1616,43.9141892655367,41.5695789473684,44.3211
15,0.315666666666667,0.038913474916435,0.028196428571429,0.068940298507463,0,0,0,0,0,0,0,0,0,0,Stress-related,1,TIF3,3,2154,56,67,467.628,43.6656620241411,77.3287678571429,125.859104477612,216.450333333333,379.446653203343,343.033964285714,334.23723880597
