,1pok-fiber,1pok-misfolded,YFP,Empty,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Category,names,n1pok-fiber,n1pok-misfolded,nYFP,nEmpty,y1pok-fiber,y1pok-misfolded,yYFP,yEmpty,r1pok-fiber,r1pok-misfolded,rYFP,rEmpty
1,0.990907103825137,0.9796,0.992,0.90195126705653,1,0,0,1,0,0,0,Chaperone,HSP104,732,10,2,513,495.44537431694,295.4228,1028.4215,30.5981871345029,591.005192622951,927.5108,189.123,553.577877192982
2,0.988415525114155,0.9827,0.9823125,0.952646100116414,0,1,0,0,0,0,0,Chaperone,HSP78,657,10,16,859,565.740881278539,409.0386,669.20325,30.4970011641444,190.045806697108,298.5976,129.2096875,203.382777648428
3,0.988072124756335,0.979058823529412,0.9786875,0.946542857142857,0,1,0,0,0,0,0,Chaperone,MCX1,513,17,16,595,538.793035087719,366.865588235294,583.167625,28.6752235294118,37.3043235867446,83.5868823529412,16.3758125,37.1015764705882
4,0.992375,0.981166666666667,0.986806451612903,0.845913105413105,0,0,0,1,0,0,0,DNA-related,RVB1,784,6,31,702,556.758744897959,516.492,613.421806451613,27.9663518518519,269.894150510204,313.494833333333,141.647612903226,233.865576923077
5,0.992309768637532,0.974230769230769,0.991541666666667,0.86688583218707,0,0,0,1,0,0,0,DNA-related,RVB2,778,13,24,727,538.482298200514,483.662076923077,643.758291666667,28.6650055020633,201.423938303342,240.634692307692,67.608625,185.259744154058
6,0.989563748079877,0.906375,0.976428571428571,0.89461260210035,0,0,1,0,0,0,0,Chaperone,CNE1,651,8,7,857,539.609832565284,343.030375,717.515571428571,29.1384317386231,10.7993287250384,29.94425,5.88971428571429,10.1391061843641
7,0.991049149338374,0.985666666666667,0.987428571428571,0.905266009852217,0,0,0,0,0,1,0,Chaperone,TCP1,1058,9,7,609,562.050081285444,326.235111111111,717.213142857143,28.1127093596059,256.304653119093,331.255444444444,136.137285714286,233.182696223317
8,0.991182598039216,0.982,0.9852,0.88911583011583,1,0,0,0,0,0,0,Chaperone,CCT2,816,20,5,777,545.686878676471,339.68655,246.5416,26.9270257400257,8.91442769607843,30.53575,100.5952,5.34766537966538
9,0.990808743169399,0.975307692307692,0.983,0.900568925233645,1,0,0,0,0,0,0,Chaperone,CCT3,732,13,5,856,510.614894808743,332.598307692308,240.1408,26.9464380841121,61.8553306010929,64.0132307692308,103.4808,54.5488329439252
10,0.987997191011236,0.97025,0.972875,0.915883870967742,1,0,0,0,0,0,0,Chaperone,CCT4,356,4,8,155,416.94256741573,345.35025,342.2835,30.9493806451613,151.790648876405,253.86725,135.184,139.516922580645
11,0.989143212951432,0.973230769230769,0.889666666666667,0.906190995907231,1,0,0,0,0,0,0,Chaperone,CCT5,803,13,3,733,484.748929016189,340.739,71.9023333333333,25.0156111869031,212.035926525529,270.745384615385,75.1646666666667,203.858750341064
12,0.990411400247831,0.975863636363636,0.962,0.888729032258065,1,0,0,0,0,0,0,Chaperone,CCT6,807,22,3,465,526.929712515489,308.153590909091,42.1643333333333,27.9954537634409,9.58039157372986,45.9143181818182,41.343,5.93420215053763
13,0.98861875,0.987,0.985807692307692,0.958261415525114,0,1,0,0,0,0,0,Chaperone,HSP10,800,8,26,876,554.40087,238.272125,841.315846153846,33.5289143835616,1082.3429825,752.88275,392.748153846154,1051.40320547945
14,0.99161875,0.981875,0.990133333333333,0.8754332247557,1,1,0,1,0,0,0,Chaperone,APJ1,480,8,15,614,536.171075,209.714625,789.583733333333,27.3869690553746,14.9383791666667,40.7445,15.0438666666667,12.0983745928339
15,0.991417445482866,0.96425,0.9868,0.893819029850746,1,0,0,1,0,0,0,Chaperone,CAJ1,642,12,10,536,536.71480529595,231.101,655.0536,27.6508899253731,138.151585669782,166.550416666667,87.2785,127.925714552239
16,0.99203121516165,0.979307692307692,0.983558823529412,0.871840599455041,0,0,0,1,0,0,0,RNA-related,CWC23,897,13,34,734,536.137730211817,398.988153846154,537.867529411765,27.7634918256131,20.9435930880713,37.7431538461538,9.49752941176471,17.2166607629428
17,0.990472881355932,0.924416666666667,0.9855,0.890721495327103,1,0,1,0,0,0,1,Peroxisom-related,DJP1,590,12,16,535,494.409183050847,340.090083333333,598.83325,25.0378672897196,147.67413559322,181.222333333333,99.5368125,131.584657943925
18,0.989550128534704,0.982333333333333,0.985238095238095,0.877965986394558,0,0,1,0,0,0,0,Folding-related,ERJ5,778,3,21,588,547.833835475578,317.533,648.231333333333,25.7273265306122,27.9697442159383,23.597,15.9228571428571,21.9561462585034
19,0.990359828141783,0.978058823529412,0.988142857142857,0.904859229747676,0,0,1,0,0,0,0,Chaperone,HLJ1,931,17,14,753,559.314348012889,345.371882352941,633.082928571429,29.0780664010624,30.5261407089151,78.4364705882353,36.1363571428571,26.7728685258964
20,0.990036011080332,0.982,0.963,0.941818702290076,0,1,0,0,0,0,0,Chaperone,JAC1,722,9,3,524,561.17036565097,362.871333333333,111.841666666667,27.3262213740458,19.4527479224377,33.324,133.836666666667,16.9390973282443
21,0.990409160305344,0.982285714285714,0.991,0.90082264957265,0,0,1,0,0,0,0,Chaperone,JEM1,655,7,2,468,544.152230534351,410.417714285714,1232.192,26.3056047008547,41.1150152671756,75.6345714285714,52.422,36.2064700854701
22,0.990769968051118,0.978066666666667,0.9685,0.925884561891516,0,1,0,0,0,0,0,Chaperone,JID1,939,15,2,719,529.599290734824,433.147266666667,92.7285,26.7705354659249,14.5794504792332,18.3604666666667,134.3045,9.36665924895688
23,0.989456258411844,0.979428571428571,NA,0.898402135231317,1,1,0,0,0,0,0,Chaperone,JJJ1,743,7,NA,562,510.986520861373,378.697571428571,NA,27.052206405694,19.8956567967699,22.7964285714286,NA,15.4780818505338
24,0.990701434159061,0.966181818181818,0.993,0.891079617834395,1,0,0,1,0,0,0,Chaperone,JJJ2,767,11,1,628,527.253860495437,403.160363636364,36.457,29.7403503184713,9.61433376792699,25.3186363636364,58.585,9.83340605095541
25,0.991060567010309,0.977,0.988368421052632,0.8912,1,0,0,1,0,0,0,Chaperone,JJJ3,776,8,19,515,514.142628865979,421.255,781.919315789474,28.8357825242718,41.5282113402062,70.8785,24.4958421052632,40.1575359223301
26,0.988198874296435,0.983181818181818,0.969666666666667,0.949588353413655,0,1,0,0,0,0,0,Chaperone,MDJ1,533,11,15,498,545.665934333959,418.431727272727,716.099,27.1549176706827,186.823831144465,243.365363636364,154.622466666667,179.646214859438
27,0.990634955752212,0.97625,0.975941176470588,0.915078459343795,0,1,0,0,0,0,0,Chaperone,MDJ2,452,4,17,701,525.690630530973,379.48325,401.439647058824,27.7411740370899,13.754814159292,49.09525,13.5411176470588,9.95982881597718
28,0.989192195121951,0.982428571428571,0.981022727272727,0.894269662921348,0,0,1,0,0,0,0,Chaperone,SCJ1,1025,14,44,801,540.114492682927,387.351,484.054909090909,28.7288014981273,139.715739512195,191.74,84.3253863636364,130.138470661673
29,0.990893617021277,0.9804,0.9328,0.873310344827586,0,1,1,0,0,0,0,Chaperone,SEC63,47,5,5,58,587.475021276596,268.0006,802.6868,24.5663448275862,128.781978723404,207.8372,82.5802,145.277431034483
30,0.992157480314961,0.982428571428571,0.989153846153846,0.875138513513513,1,0,0,1,0,0,0,Chaperone,SIS1,635,21,26,592,546.910834645669,418.46919047619,651.088961538461,28.1892398648649,594.781606299213,897.235380952381,294.400461538462,536.668146959459
31,0.989520078354554,0.9785,0.988727272727273,0.897190196078431,1,0,0,0,0,0,0,,SWA2,1021,6,11,510,535.473619980411,346.284166666667,871.799090909091,26.9507411764706,46.1251606268364,66.2298333333333,75.3515454545455,40.3901352941176
32,0.98468115942029,0.9866,0.988,0.964215909090909,0,1,0,0,0,0,0,,TIM14,207,5,1,176,482.898574879227,473.0202,1107.247,39.3827670454545,188.697202898551,398.3434,302.072,199.773551136364
33,0.991099744245524,0.982923076923077,NA,0.932717948717949,0,1,0,1,0,0,0,Chaperone,XDJ1,782,13,NA,663,563.264044757033,412.717923076923,NA,28.1738325791855,27.046557544757,59.7002307692308,NA,25.7416304675716
34,0.992067995310668,0.981642857142857,0.969,0.889590457256461,1,0,0,0,0,0,0,Chaperone,YDJ1,853,14,2,503,562.303837045721,416.182142857143,787.455,28.9775546719682,1247.98268229777,1570.0475,1120.8105,1142.51767395626
35,0.988904568527919,0.98075,0.966,0.900083333333333,1,1,0,1,0,0,0,Chaperone,ZUO1,985,4,1,564,531.296552284264,330.5265,74.859,29.0985053191489,711.95567106599,774.69875,107.219,678.134234042553
36,0.990581545064378,0.976191489361702,0.967,0.890307958477509,0,1,0,0,0,0,0,Chaperone,HSP60,932,47,3,867,533.558259656652,287.662744680851,136.391666666667,28.2115847750865,7.92552896995708,16.6709361702128,52.4146666666667,5.47033102652826
37,0.989261163734777,0.980454545454545,0.982884615384615,0.890514234875445,0,0,1,0,0,0,0,Chaperone,KAR2,739,11,26,562,531.545050067659,390.112545454545,595.715076923077,32.453640569395,1387.35223545332,1660.06645454545,496.938769230769,1403.64446441281
38,0.989583783783784,0.981,0.987363636363636,0.884368725868726,0,0,1,0,0,0,0,Chaperone,LHS1,740,9,11,518,543.076768918919,411.841888888889,801.570909090909,27.6365733590734,28.3727189189189,56.0221111111111,9.37109090909091,22.2707258687259
39,0.990662337662338,0.983,0.986260869565217,0.898103139013453,1,0,0,1,1,0,0,Chaperone,SSA1,616,6,23,446,564.190852272727,374.588166666667,710.125869565217,32.2908497757847,2641.63320454545,3860.175,1284.45413043478,2157.96253363229
40,0.990857142857143,0.9769,0.976542857142857,0.91055023923445,1,1,0,0,0,1,0,Chaperone,SSA2,728,10,35,209,558.98042032967,450.7642,508.203828571429,41.3261626794258,8024.47617307692,12213.6714,3726.00237142857,6646.02759330144
41,0.99032,0.966,0.972173913043478,0.883422018348624,1,0,0,0,0,0,0,Chaperone,SSA3,525,8,23,436,536.656,263.28575,655.411260869565,26.927128440367,18.943579047619,155.063875,16.9116086956522,12.8368233944954
42,0.990429319371728,0.9776,0.990416666666667,0.89350278551532,1,0,0,1,0,0,0,Chaperone,SSA4,764,10,48,718,543.681557591623,263.8048,650.0203125,26.8934470752089,143.866251308901,343.8399,40.6626666666667,124.492129526462
43,0.988722139673106,0.986666666666667,0.985,0.908586363636364,1,0,0,0,0,1,0,Chaperone,SSB1,673,6,1,440,548.012158989599,313.9865,43.558,37.9351409090909,3338.34682615156,3135.44683333333,221.713,3116.70499772727
44,0.989796703296703,0.981,0.966,0.903095602294455,1,0,0,0,0,1,0,Chaperone,SSB2,728,5,2,523,591.660848901099,390.7368,462.912,34.592931166348,2495.84852747253,2515.0428,706.565,2325.45981453155
45,0.990502985074627,0.967166666666667,0.979666666666667,0.892101724137931,1,0,0,1,1,1,0,Metabolism,TOR1,670,6,3,580,522.401792537313,374.294333333333,274.809333333333,28.1683689655172,13.7955671641791,20.4176666666667,78.2406666666667,9.76676034482759
46,0.988976595744681,0.95675,0.977,0.946608527131783,0,1,0,0,0,0,0,Chaperone,SSC2/SSQ1,940,4,4,516,545.850357446809,290.26475,86.24075,26.3895019379845,43.5042734042553,35.455,118.91775,41.3708391472868
47,0.990062642369021,0.97625,0.989,0.915410891089109,0,1,0,0,0,0,0,Chaperone,SSC3/ECM10,878,4,1,606,517.277623006834,329.8475,307.712,28.1811072607261,10.3401662870159,65.20875,7.572,6.88209900990099
48,0.990314285714286,0.9773,0.96525,0.912567226890756,1,0,0,0,0,0,0,Chaperone,SSE1,945,20,4,952,545.108422222222,316.69345,72.0785,33.0470903361345,1350.30846137566,1275.9391,130.09775,1228.11633193277
49,0.990866822429907,0.9822,0.966826086956522,0.913221502590674,1,0,0,0,0,0,0,Chaperone,SSE2,856,10,23,772,550.028343457944,315.8938,576.973043478261,30.0141411917098,96.9868446261682,78.8825,52.2967391304348,89.1211113989637
50,0.988894291754757,0.9614,0.98,0.897622159090909,1,0,0,0,0,0,0,Chaperone,SSZ1,473,5,2,352,593.442651162791,296.621,152.561,27.1612130681818,593.480928118393,396.5616,148.2715,584.938644886364
51,0.991458646616541,0.97975,0.97675,0.896020366598778,1,0,0,0,0,0,0,Chaperone,FES1,399,4,32,491,535.238421052632,305.77175,825.46790625,27.1755682281059,154.512962406015,304.96525,74.60828125,140.209623217923
52,0.987015384615385,0.973416666666667,0.988538461538462,0.944627475247525,0,1,0,0,0,0,0,Chaperone,MGE1P,650,12,13,808,538.361116923077,221.4075,763.658615384615,29.3172264851485,283.856547692308,347.59475,106.171076923077,284.772086633663
53,0.989441333333333,0.972714285714286,0.980864864864865,0.885945588235294,0,0,1,0,0,0,0,Chaperone,SIL1,750,14,37,680,530.784762666667,318.890071428571,470.315810810811,27.0401191176471,92.5684386666667,140.296642857143,34.5854864864865,81.883075
54,0.989621586475943,0.978545454545454,0.99075,0.897553240740741,0,1,1,0,0,0,0,Structural,SNL1,769,11,8,432,542.795503250975,285.819909090909,786.766875,29.5939837962963,57.9080624187256,157.047272727273,43.112,53.9665393518518
55,0.991666219839142,0.982888888888889,0.9385,0.907723943661972,1,1,0,0,0,1,0,Chaperone,HSC82,746,9,2,355,571.020288203753,489.467888888889,42.217,38.4806929577465,3883.32815683646,4887.63666666667,134.16,3536.36611267606
56,0.991675099866844,0.9805,NA,0.902227941176471,1,0,0,0,0,0,0,Chaperone,HSP82,751,6,NA,544,555.345392809587,363.169666666667,NA,32.3989963235294,1846.86110386152,2996.86416666667,NA,1651.10192830882
57,0.989419895287958,0.976454545454545,0.982333333333333,0.9086,1,0,0,0,0,0,0,Chaperone,AHA1,955,11,3,605,534.873360209424,371.405090909091,61.8536666666667,27.7628148760331,143.680572774869,166.651,133.976666666667,137.92613553719
58,0.990560528992879,0.896,NA,0.905174632352941,1,0,0,0,0,0,0,Chaperone,CDC37,983,8,NA,544,555.596387589013,322.80575,NA,29.0451764705882,174.890165818922,155.285,NA,168.07028125
59,0.990672453703704,0.985,NA,0.904675675675676,1,0,0,0,0,0,0,Chaperone,CNS1,864,6,NA,555,544.06365162037,362.413833333333,NA,28.632590990991,87.6059328703704,158.677833333333,NA,82.8205765765766
60,0.990024930747922,0.974846153846154,NA,0.917538306451613,1,0,0,0,0,0,0,Chaperone,CPR6,1083,26,NA,496,532.102094182825,246.488192307692,NA,30.9807197580645,390.281341643583,346.930115384615,NA,351.168243951613
61,0.990303693570451,0.976,0.985692307692308,0.901760104302477,1,0,0,0,0,0,0,Chaperone,CPR7,731,7,13,767,535.473309165527,358.862,960.821615384615,29.6417235984355,17.2660916552668,24.2014285714286,17.9746923076923,13.505295958279
62,0.990929078014184,0.980333333333333,0.980742857142857,0.910810810810811,1,0,0,1,0,0,0,Chaperone,HCH1,564,3,35,444,539.817521276596,362.380333333333,571.786657142857,30.7350472972973,505.834147163121,767.621333333333,268.428971428571,457.601722972973
63,0.991539078156313,0.991,0.984057142857143,0.88238785046729,1,0,0,1,0,0,0,Chaperone,PIH1,499,3,35,428,556.530154308617,503.323,857.774314285714,27.1303761682243,18.5137635270541,17.5426666666667,14.2282571428571,15.8170210280374
64,0.990855799373041,0.983,0.9775,0.898348754448399,1,0,0,1,0,0,0,Chaperone,PPT1,638,7,34,562,546.454246081505,466.279714285714,450.034558823529,27.6768274021352,102.814131661442,152.404857142857,59.3734411764706,96.0741921708185
65,0.991548387096774,0.9819,0.988,0.904246418338109,1,0,0,1,0,0,0,Chaperone,SBA1,558,10,11,698,540.452575268817,413.8223,626.618454545455,29.8226919770774,533.965008960574,702.3218,213.152909090909,483.777991404011
66,0.990873772791024,0.985222222222222,0.97575,0.908145658263305,1,0,0,0,0,0,0,Chaperone,STI1,713,9,4,357,551.765712482468,351.357666666667,565.789,29.7909355742297,1044.49887517532,1282.13522222222,379.33825,954.988795518207
67,0.991499265785609,0.973222222222222,0.977,0.903505709624796,1,0,0,1,0,0,0,Chaperone,TAH1,681,9,3,613,576.370212922173,368.904555555556,606.605666666667,28.8245432300163,39.2691013215859,104.386111111111,106.132,34.8159608482871
68,0.99065992414665,0.9625,0.87,0.904740432612313,1,0,0,0,0,0,0,Chaperone,GIM1/YKE2,791,4,4,601,560.727871049305,469.73575,196.6875,28.7068136439268,27.6235398230089,24.85475,90.655,21.6710399334443
69,0.990988648090815,0.9575,0.94,0.905787313432836,1,0,0,0,0,0,0,Chaperone,GIM2/PAC10,969,6,1,536,544.427326109391,347.634833333333,40.306,28.2824981343284,110.221149638803,125.115833333333,2.76,103.074962686567
70,0.99047256097561,0.985777777777778,NA,0.910001157407407,1,0,0,0,0,0,0,Chaperone,GIM3,984,9,NA,864,558.258896341463,437.757666666667,NA,29.3277430555556,182.831947154472,222.954888888889,NA,174.279454861111
71,0.990386852085967,0.9822,0.956,0.907361873990307,1,0,0,0,0,0,0,Chaperone,GIM4,791,10,1,619,538.278310998736,367.9787,80.125,29.5298933764136,19.0493552465234,29.4931,60.188,15.2287641357027
72,0.990410229645094,0.975952380952381,0.96675,0.911490518331226,1,0,0,0,0,0,0,Chaperone,GIM5,958,21,4,791,545.708565762004,311.488095238095,129.841,30.6859519595449,34.6264676409186,57.4315238095238,73.15125,29.4525018963338
73,0.989962913907285,0.975,0.982108108108108,0.907779310344828,1,0,0,0,0,0,0,Chaperone,GIM6/PFD1,755,8,37,580,528.814917880795,337.547625,580.581486486486,31.4943344827586,21.3229562913907,41.718,12.360027027027,16.2799931034483
74,0.974809358752166,0.907103448275862,0.914245098039216,0.898065420560748,1,0,0,1,0,1,0,Chaperone,HSP12,577,116,102,642,438.381046793761,53.5998879310345,180.095029411765,29.2995965732087,510.338842287695,481.554956896552,390.302970588235,368.47118847352
75,0.990140226628895,0.966285714285714,0.9845,0.895508771929825,1,1,0,1,0,0,0,Chaperone,HSP26,706,7,36,570,536.553536827195,415.188285714286,828.818777777778,29.3655789473684,368.401878186969,702.642285714286,317.590972222222,265.261292982456
