,Empty,YFP,1pok-misfolded,1pok-fiber,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Peroxisome,golgi,lipid droplet,Category,SGA-hit,names,nEmpty,nYFP,n1pok-misfolded,n1pok-fiber,yEmpty,yYFP,y1pok-misfolded,y1pok-fiber,rEmpty,rYFP,r1pok-misfolded,r1pok-fiber
1,-0.184298013245033,0.385,NA,-0.064174432307692,1,0,0,0,0,0,0,0,0,0,Oxidative-stress,1,GND1,151,1,NA,910,34.904642384106,24.071,NA,474.801389010989,2271.99033112583,129.581,NA,2437.85591758242
2,0.094192660550459,0.51775,NA,-0.091693352390572,0,1,1,0,0,0,0,0,0,1,Lipid-Related,1,ERG6,218,4,NA,297,32.4269678899083,85.6375,NA,499.287515151515,1306.98828440367,248.113,NA,1393.71284511785
3,-0.146222222222222,NA,NA,-0.117109007185629,1,0,0,0,0,0,0,0,0,0,Stress-related,0,PUB1,45,NA,NA,501,31.7052666666667,NA,NA,508.869433133733,646.146288888889,NA,NA,634.072461077844
4,-0.22036036036036,0.6295,NA,0.189870454545455,0,0,0,1,0,0,0,0,0,0,Proteasome,0,PRE1,222,2,NA,440,25.9255675675676,1083.2025,NA,480.294509090909,341.528162162162,493.736,NA,381.677213636364
5,-0.048770114942529,NA,NA,0.009100360942761,1,0,0,0,0,0,0,0,0,0,Protease,0,SDD3,174,NA,NA,297,27.4092873563218,NA,NA,483.648643097643,105.271126436782,NA,NA,105.052198653199
6,-0.092508581818182,-0.068525,NA,-0.07544921611479,0,0,1,0,0,0,0,0,0,0,AA-related,1,BAP2,319,40,NA,453,28.2419122257053,79.672425,NA,465.999169977925,380.449692789969,837.109475,NA,373.430470198675
7,-0.154803191489362,0.117,NA,-0.089685897435897,1,0,0,0,0,0,0,0,0,0,Stress-related,0,TPS1,188,2,NA,468,28.3059893617021,107.352,NA,485.038769230769,491.336707446809,721.754,NA,516.960318376068
8,-0.195941798941799,0.636,NA,0.034751773049645,1,0,0,0,0,0,0,0,0,0,Lipid-Related,1,PDR17,378,1,NA,141,28.0826164021164,15.594,NA,491.477134751773,42.9916851851852,36.504,NA,63.1113546099291
9,-0.108888888888889,0.19425,NA,-0.01251109034915,1,0,0,0,0,0,0,0,0,0,AA-related,0,ARG4,45,4,NA,1117,31.6120666666667,459.46525,NA,460.128044762757,454.927511111111,392.96025,NA,476.911813786929
10,-0.111009836065574,0.322466666666667,0.4825,-0.206648994977974,0,1,0,0,0,0,0,0,0,0,Stress-related,0,TPS2,305,15,4,1589,28.1329409836066,364.623133333333,76.182,434.370552548773,157.432803278689,210.3564,418.42675,165.524848961611
11,-0.213294051627385,NA,NA,0.179632911392405,1,0,0,1,0,0,0,0,0,0,Oxygen-growth,1,SPE2,891,NA,NA,237,27.1125039281706,NA,NA,546.020185654008,174.388306397306,NA,NA,179.423341772152
12,-0.182137741046832,0.629,NA,0.198252475247525,1,0,0,1,0,0,0,0,0,0,Stress-related,0,GSY2,363,2,NA,202,27.8926363636364,578.458,NA,511.852663366337,106.21520661157,247.3885,NA,112.998024752475
13,-0.07783686440678,0.503857142857143,NA,0.066646153846154,1,0,0,0,0,0,0,0,0,0,Multivesicular-body-sorting,1,IST1,472,7,NA,585,25.9182415254237,252.966142857143,NA,480.944287179487,13.0714004237288,119.598428571429,NA,19.6653435897436
14,-0.203008591263441,0.51425,NA,0.104914835514019,1,0,1,0,0,0,0,0,0,0,Multivesicular-body-sorting,0,VPS4,744,4,NA,321,28.3106948924731,860.0135,NA,531.053507788162,78.126001344086,122.32825,NA,82.191507788162
15,-0.120734042553191,-0.006,NA,-0.12746865386381,0,0,0,0,0,0,0,0,0,0,Stress-related,1,TIF3,94,1,NA,1307,33.0762553191489,84.068,NA,483.587669472073,597.576542553192,220.955,NA,620.48677276205
16,-0.147320197044335,0.375363636363636,NA,0.128796129032258,1,0,0,1,0,0,0,0,0,0,Chaperone,1,HCH1,406,11,NA,775,30.944224137931,418.542363636364,NA,521.716170322581,755.693391625616,304.830272727273,NA,810.501585806452
17,0.667953389830508,0.217636363636364,NA,-0.101,0,1,0,0,0,0,0,0,0,0,Protease,0,CYM1,708,11,NA,216,28.2400706214689,285.072272727273,NA,479.922361111111,85.1821228813559,183.110454545455,NA,89.4209259259259
18,-0.244761092150171,0.4745,NA,0.100805970149254,0,0,0,1,0,0,0,0,0,0,Proteasome,0,PRE9,293,2,NA,268,30.1580580204778,96.466,NA,500.740641791045,373.861552901024,233.2545,NA,388.382876865672
19,-0.230164556962025,0.457,NA,0.111179245283019,0,0,0,1,0,0,0,0,0,0,Proteasome,0,RPN2,316,6,NA,212,29.4567373417722,95.3201666666667,NA,481.727943396226,382.31657278481,232.316666666667,NA,411.488132075472
20,-0.232692118226601,0.3724,NA,0.100341419505495,0,0,0,1,0,0,0,0,0,0,Proteasome,0,PRE6,406,5,NA,364,27.7997561576355,758.698,NA,483.863225274725,363.140051724138,285.5662,NA,361.215178571429
21,-0.180423841059603,0.379625,NA,0.229974169741697,0,0,0,1,0,0,0,0,0,0,RNA-related,1,REF2,302,8,NA,271,25.717321192053,127.40475,NA,433.838664206642,35.1281357615894,244.803875,NA,52.8051623616236
22,-0.174162790697674,0.692,NA,-0.071575409606987,1,0,0,0,0,0,0,0,0,0,Lipid-Related,1,YPK1,43,1,NA,687,30.478511627907,146.171,NA,438.490787481805,138.712209302326,462.154,NA,141.006199417758
23,-0.053172043010753,0.5475,NA,-0.035980582524272,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG3,93,2,NA,309,29.1352903225806,80.451,NA,492.130003236246,63.5996129032258,177.1065,NA,71.2734757281553
24,-0.185986679462428,-0.235,NA,0.046113636363636,1,0,0,0,1,0,0,0,0,0,Autophagy,0,ATG18,1211,1,NA,396,26.6095945499587,5.101,NA,516.550434343434,61.9995450041288,2.541,NA,74.3511742424242
25,-0.170581632653061,0.0585,NA,0.134588295425868,1,0,0,1,0,0,0,0,0,0,Proteasome,0,RPN14,294,4,NA,634,26.9784523809524,46.23675,NA,430.830522082019,22.0724047619048,89.94375,NA,33.0245173501577
26,-0.13314375,0.496666666666667,NA,0.052492984412956,0,0,1,0,0,0,0,0,0,0,Autophagy,0,ATG40,160,3,NA,494,27.5103125,150.556,NA,466.668963562753,37.7968,106.889333333333,NA,46.5865425101215
27,-0.104850520078788,0.253666666666667,NA,0.002754385964912,1,0,0,0,0,0,0,0,0,0,Signaling,1,STE50,495,6,NA,456,27.5308101010101,301.359666666667,NA,455.033412280702,19.3011919191919,155.346666666667,NA,33.6988486842105
28,-0.151050687433628,0.3694,NA,-0.047488590668524,0,0,1,0,0,0,0,0,0,0,Autophagy,0,ATG15,565,5,NA,718,27.0078867256637,509.8276,NA,453.071029247911,39.7009044247788,145.0694,NA,44.8600417827298
29,-0.072919864271457,0.44175,NA,0.122756718528996,1,0,0,1,0,0,0,0,0,0,-,1,PTC1,501,4,NA,707,26.3888862275449,275.02275,NA,460.562850070721,11.9225968063872,42.958,NA,17.1704653465347
