,3n75 fiber,half,fiber,wt,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Peroxisome,golgi,lipid droplet,Category,SGA-hit,names,n3n75 fiber,nhalf,nfiber,nwt,y3n75 fiber,yhalf,yfiber,ywt,r3n75 fiber,rhalf,rfiber,rwt
1,2130.94117647059,2796.87916481564,2543.22624434389,2651.61904761905,1,0,0,0,0,0,0,0,0,0,Oxidative-stress,1,GND1,51,2251,221,105,451.078745098039,46.63399555753,71.7547104072398,111.597276190476,930.467490196078,1714.93667569969,1443.26799547511,1430.63059047619
2,1992.2,1277.63702801462,1091.29850746269,986.976744186047,0,1,1,0,0,0,0,0,0,1,Lipid-Related,1,ERG6,5,821,201,43,658.1292,44.2863727161998,63.4830447761194,104.095209302326,261.035,336.883333739342,266.173592039801,279.081813953488
3,367.307692307692,554.783083219645,505.586363636364,513.522058823529,1,0,0,0,0,0,0,0,0,0,Stress-related,0,PUB1,13,733,220,136,584.265230769231,44.0545470668486,70.6606409090909,117.770352941176,144.440923076923,324.416369713506,273.165077272727,253.347294117647
4,309.857142857143,630.02,581.029787234043,594.065217391304,0,0,0,1,0,0,0,0,0,0,Proteasome,0,PRE1,7,300,235,46,322.112285714286,44.82378,66.232370212766,122.443673913043,78.1151428571429,145.664386666667,129.433714893617,135.981282608696
5,85.8181818181818,89.8396017699115,86.9574468085106,83.1746031746032,1,0,0,0,0,0,0,0,0,0,Protease,0,SDD3,11,904,47,63,695.870545454545,41.4515619469027,73.6488723404255,107.232301587302,34.6301818181818,53.1015033185841,48.9503617021277,40.7670952380952
6,375.5,669.122529644269,1064.671875,836.262295081967,0,0,1,0,0,0,0,0,0,0,AA-related,1,BAP2,4,1518,64,61,97.37175,39.6679861660079,88.55909375,116.949655737705,90.9725,209.557208168643,294.362609375,270.084983606557
7,235.642857142857,138.31799729364,165.980769230769,151.191489361702,1,0,0,0,0,0,0,0,0,0,Stress-related,0,TPS1,14,739,52,141,597.789428571429,42.8995723951286,79.5549615384615,118.800886524823,82.1222142857143,76.1670175913396,87.0103653846154,72.0207021276596
8,47.2727272727273,38.4133858267717,69.2105263157895,45.6428571428571,1,0,0,0,0,0,0,0,0,0,Lipid-Related,1,PDR17,11,254,19,98,443.056545454545,44.6576614173228,78.0093684210526,123.347979591837,16.9540909090909,21.3519173228346,26.7959473684211,22.1567857142857
9,350.2,227.863157894737,231.172413793103,181.685714285714,1,0,0,0,0,0,0,0,0,0,AA-related,0,ARG4,5,190,29,35,801.111,47.1377684210526,80.4960344827586,130.024,144.6978,139.975957894737,132.54375862069,95.8457428571429
10,NA,84.6182572614108,165.75,148.84,0,1,0,0,0,0,0,0,0,0,Stress-related,0,TPS2,NA,241,12,25,NA,48.6846680497925,93.6410833333333,132.39952,NA,45.9558423236515,60.0671666666667,50.6476
