,nothing,half,fiber,wt,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Peroxisome,golgi,lipid droplet,Category,SGA-hit,names,nnothing,nhalf,nfiber,nwt,ynothing,yhalf,yfiber,ywt,rnothing,rhalf,rfiber,rwt
1,NA,NA,0.022035169548872,0.218307692307692,1,0,0,0,0,0,0,0,0,0,Oxidative-stress,1,GND1,NA,2380,798,104,NA,29.9315605042017,108.3465,174.344990384615,NA,1831.79051302521,1656.9734235589,1038.36268269231
2,NA,0.104003787878788,0.081496153846154,0.058818144444444,0,1,1,0,0,0,0,0,0,1,Lipid-Related,1,ERG6,NA,264,260,36,NA,25.0013409090909,103.256496153846,214.305861111111,NA,319.527962121212,287.970261538462,260.260694444444
3,NA,-0.076926849625935,0.01140278480663,0.153441860465116,1,0,0,0,0,0,0,0,0,0,Stress-related,0,PUB1,NA,802,362,43,NA,24.6320137157107,102.611403314917,185.589023255814,NA,319.102881546135,270.311209944751,174.44076744186
4,NA,NA,0.07537908496732,0.116875,0,0,0,1,0,0,0,0,0,0,Proteasome,0,PRE1,NA,480,153,32,NA,24.7359041666667,113.769130718954,160.06396875,NA,167.707835416667,186.86977124183,89.78675
5,NA,-0.009870259153005,0.0503,0.074440677966102,1,0,0,0,0,0,0,0,0,0,Protease,0,SDD3,NA,732,200,59,NA,23.4647131147541,111.41811,205.397661016949,NA,57.3872745901639,52.949535,37.6345762711864
6,-0.010195964251208,-0.022111759917355,-0.010068421052632,-0.013609756097561,0,0,1,0,0,0,0,0,0,0,AA-related,1,BAP2,207,1452,190,41,31.5213961352657,21.7741377410468,127.810489473684,170.546951219512,899.096647342995,225.725871900826,229.098389473684,214.445536585366
7,NA,-0.07114063313253,0.046821428571429,0.11558,1,0,0,0,0,0,0,0,0,0,Stress-related,0,TPS1,NA,1826,364,100,NA,24.0139490690033,107.087228021978,203.55984,NA,86.3276292442497,79.6581840659341,62.21775
8,NA,-0.023158519592875,0.037513513513514,0.051394736842105,1,0,0,0,0,0,0,0,0,0,Lipid-Related,1,PDR17,NA,393,185,38,NA,24.7753384223919,105.919394594595,209.976289473684,NA,23.8856488549618,24.5176162162162,20.3806052631579
9,NA,-0.089425038746146,-0.012892809756098,0.121517857142857,1,0,0,0,0,0,0,0,0,0,AA-related,0,ARG4,NA,973,328,56,NA,24.2097605344296,103.694884146341,238.095178571429,NA,133.978498458376,110.786957317073,102.235714285714
10,0.035,-0.048837837837838,0.100661764705882,0.05748,0,1,0,0,0,0,0,0,0,0,Stress-related,0,TPS2,10,296,68,25,32.4369,23.6593952702703,108.080014705882,197.7278,150.6751,54.9253074324324,50.4313676470588,38.06216
11,NA,-0.109061256368821,-0.012428,0.088506849315069,1,0,0,1,0,0,0,0,0,0,Oxygen-growth,1,SPE2,NA,1052,250,73,NA,24.3963317490494,106.50322,216.849082191781,NA,100.057654942966,86.577064,64.6321369863014
12,NA,NA,0.04335401459854,0.111208333333333,1,0,0,1,0,0,0,0,0,0,Stress-related,0,GSY2,NA,1491,548,72,NA,24.2943185781355,100.529253649635,204.652083333333,NA,31.126800804829,28.0333722627737,22.3533055555556
13,NA,NA,NA,0.062378787878788,1,0,0,0,0,0,0,0,0,0,Multivesicular-body-sorting,1,IST1,NA,2169,424,66,NA,24.3233227293684,105.469391509434,141.815075757576,NA,9.06650253573075,8.68422405660377,6.56015151515152
14,NA,-0.022287096774194,0.055125,0.181783783783784,1,0,1,0,0,0,0,0,0,0,Multivesicular-body-sorting,0,VPS4,NA,310,40,37,NA,24.1577741935484,96.57325,158.5,NA,43.1141483870968,35.46145,22.2732432432432
15,NA,-0.125020612413793,0.049506666666667,0.20252380952381,0,0,0,0,0,0,0,0,0,0,Stress-related,1,TIF3,NA,377,150,42,NA,24.2230159151194,96.4928866666667,183.893761904762,NA,380.345896551724,315.171173333333,196.794380952381
16,NA,NA,0.06577397260274,0.101392857142857,1,0,0,1,0,0,0,0,0,0,Chaperone,1,HCH1,NA,524,146,28,NA,24.1192118320611,105.879924657534,211.917857142857,NA,309.67568129771,264.063273972603,194.240464285714
17,NA,0.374525094666667,0.039244445714286,0.079033333333333,0,1,0,0,0,0,0,0,0,0,Protease,0,CYM1,NA,1050,210,30,NA,24.0229838095238,100.154419047619,204.477566666667,NA,36.9480295238095,32.7561285714286,36.9461333333333
18,NA,-0.112181334192073,0.071320754716981,0.136093023255814,0,0,0,1,0,0,0,0,0,0,Proteasome,0,PRE9,NA,656,106,43,NA,23.3814679878049,102.277047169811,242.79576744186,NA,160.626780487805,165.907245283019,115.618697674419
19,NA,-0.104481744753477,0.091827586206897,0.144928571428571,0,0,0,1,0,0,0,0,0,0,Proteasome,0,RPN2,NA,791,145,42,NA,23.4443678887484,99.2510275862069,141.397714285714,NA,189.23981289507,213.794413793103,100.522928571429
20,NA,-0.075751899037304,0.086162434673367,0.082636363636364,0,0,0,1,0,0,0,0,0,0,Proteasome,0,PRE6,NA,831,398,22,NA,23.2039374247894,104.278879396985,210.135954545455,NA,147.507939831528,171.965655778894,111.728954545455
21,NA,NA,0.013685547428571,-0.0096875,0,0,0,1,0,0,0,0,0,0,RNA-related,1,REF2,NA,1093,175,48,NA,23.0558481244282,103.764434285714,178.148645833333,NA,23.4316349496798,24.10844,14.4570625
22,NA,-0.040935084655647,0.056035897435897,0.081793103448276,1,0,0,0,0,0,0,0,0,0,Lipid-Related,1,YPK1,NA,363,195,58,NA,21.7231460055096,90.4109743589744,129.886896551724,NA,38.0448154269972,34.0344205128205,28.7356206896552
23,NA,-0.01579694451829,0.063150307228916,0.087898305084746,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG3,NA,1941,249,59,NA,22.6893426069037,113.974927710843,196.480847457627,NA,19.6536749098403,18.8279196787149,16.9522711864407
24,NA,-0.036598478870057,0.022532258064516,0.052548780487805,1,0,0,0,1,0,0,0,0,0,Autophagy,0,ATG18,NA,885,310,82,NA,23.2917412429379,100.752367741935,188.747853658537,NA,28.1975570621469,26.1366193548387,21.6319756097561
25,NA,NA,0.068100261176471,0.063825174825175,1,0,0,1,0,0,0,0,0,0,Proteasome,0,RPN14,NA,1218,595,143,NA,22.9434195402299,102.872840336134,186.672531468531,NA,13.4668990147783,13.2591159663866,10.3827482517483
26,NA,-0.027153488372093,0.07520802919708,0.111260869565217,0,0,1,0,0,0,0,0,0,0,Autophagy,0,ATG40,NA,215,274,23,NA,22.7249627906977,103.323288321168,217.892130434783,NA,17.6818604651163,16.1081824817518,13.2988695652174
27,NA,-0.021440677966102,-0.053566666666667,0.050774193548387,1,0,0,0,0,0,0,0,0,0,Signaling,1,STE50,NA,649,90,124,NA,23.2717966101695,97.9833888888889,200.040209677419,NA,11.4299845916795,10.9385222222222,10.7252822580645
28,NA,NA,0.028033070866142,0.071816666666667,0,0,1,0,0,0,0,0,0,0,Autophagy,0,ATG15,NA,541,635,60,NA,22.7990868761553,90.0242157480315,160.2132,NA,19.497426987061,17.379042519685,14.5151833333333
29,NA,-0.001165973856209,0.043537974683544,0.00019512195122,1,0,0,1,0,0,0,0,0,0,-,1,PTC1,NA,306,158,41,NA,23.1531241830065,103.40203164557,185.356658536585,NA,9.0977614379085,10.2742278481013,7.83207317073171
30,NA,-0.042448484842105,0.033946524064171,0.125888888888889,1,0,0,0,0,0,0,0,0,0,Stress-related,0,PGM2,NA,475,187,54,NA,22.4039852631579,104.933893048128,165.567981481481,NA,37.4161705263158,38.1952834224599,41.3292037037037
31,NA,NA,0.072726986231884,0.135076923076923,1,0,0,1,0,0,0,0,0,0,Stress-related,0,PBP1,NA,735,138,39,NA,23.1492040816327,91.8667898550725,142.524615384615,NA,58.8560163265306,53.2588043478261,32.0704358974359
32,NA,-0.027421434161491,0.037705042424242,0.030034482758621,0,0,0,1,0,0,0,0,0,0,Proteasome,0,BLM10,NA,322,99,29,NA,22.4405838509317,97.564898989899,202.632793103448,NA,28.8919534161491,29.8969090909091,19.8412413793103
33,NA,-0.033458883127572,0.01626724137931,0.10764,1,0,0,1,0,0,0,0,0,0,Stress-related,0,YAP1,NA,972,116,75,NA,21.5221069958848,101.966931034483,131.782653333333,NA,18.9347808641975,19.8597586206897,14.5830533333333
34,NA,NA,-0.007092307692308,0.116777901694915,1,0,0,0,0,0,0,0,0,0,Stress-related,0,TSL1,NA,1712,65,59,NA,22.2649468457944,105.244184615385,176.010169491525,NA,28.3832535046729,22.3999846153846,22.456
35,NA,NA,0.03152055969697,0.00445,0,0,0,1,0,0,0,0,0,0,-,1,LRS4,NA,2392,330,60,NA,22.6570698160535,94.4699757575758,176.142866666667,NA,14.3238357023411,13.2382363636364,12.8424666666667
36,NA,NA,0.033616504854369,-0.003193548387097,0,0,0,0,0,0,0,0,0,0,Vacuole-related,1,VPS3,NA,824,206,62,NA,22.3223980582524,101.012936893204,170.238370967742,NA,11.8549538834951,13.6011310679612,9.81666129032258
37,NA,NA,0.004012814007421,0.021262507042254,0,0,0,0,0,0,0,0,0,0,Structural,1,KRE28,NA,1800,1078,213,NA,22.2294911111111,87.3981280148423,156.229075117371,NA,22.6706166666667,21.3702059369202,12.9231361502347
38,NA,-0.015600535087719,0.026437722419929,0.07600093125,0,0,0,0,0,1,1,0,0,0,Structural,1,BNI1,NA,342,843,160,NA,21.3467485380117,78.9943084223013,141.54180625,NA,17.7890906432749,16.4979703440095,13.43674375
39,NA,-0.013519298632109,0.05222874,0.009637795275591,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG2,NA,1389,440,127,NA,22.5542239020878,88.8386590909091,157.423228346457,NA,10.7887796976242,10.1861295454545,9.04929133858268
40,NA,NA,0.0132265625,0.075745762711864,0,0,0,1,0,0,0,0,0,0,RNA-related,1,MED1,NA,690,128,59,NA,22.0616391304348,89.6010859375,137.870033898305,NA,27.1269927536232,25.6812265625,15.9685254237288
41,NA,-0.033819277108434,-0.03395945945946,0.001768115942029,0,0,0,1,0,0,0,0,0,0,DNA-related,1,RSC1,NA,498,148,69,NA,21.8844357429719,89.1735135135135,172.00752173913,NA,20.8551987951807,19.3447702702703,11.8144492753623
42,NA,-0.041465618404908,0.018756578947368,-0.036684210526316,1,0,0,0,0,0,0,0,0,0,RNA-related,1,BUD27,NA,652,152,57,NA,22.1444202453988,77.8365131578947,137.116175438596,NA,27.0045705521472,23.2311776315789,19.5771578947368
43,NA,-0.023384017334906,0.039165242165242,0.080810344827586,1,0,0,0,0,0,0,0,0,0,Stress-related,0,CTT1,NA,848,351,58,NA,22.7727476415094,95.7484729344729,167.6895,NA,21.9124068396226,17.7100341880342,12.1166724137931
44,NA,0.003844526852248,0.001141414141414,0.038730769230769,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG13,NA,467,198,26,NA,20.9559614561028,109.443873737374,152.922153846154,NA,11.8296359743041,10.6646666666667,8.96730769230769
45,NA,-0.047348626550388,0.032152546184739,0.074056338028169,1,0,0,0,1,0,0,0,0,0,Stress-related,0,TFS1,NA,1032,249,71,NA,21.1013895348837,94.5697429718875,150.634408450704,NA,25.9932742248062,27.7440522088353,15.6203802816901
46,NA,-0.036658214369934,0.033315669268293,0.103666666666667,1,0,0,1,0,0,0,0,0,0,Stress-related,0,MSN2,NA,1357,205,90,NA,21.622888725129,124.489980487805,245.3739,NA,19.4181031687546,18.4426,14.9282222222222
47,NA,-0.025309759547383,0.060492223953488,0.040839285714286,1,0,0,0,1,0,0,0,0,0,-,1,RMD1,NA,707,430,56,NA,21.1443663366337,100.060323255814,163.268071428571,NA,15.8000594059406,15.5069930232558,11.6945714285714
48,NA,-0.036963655709343,0.011947316828479,0.029391304347826,1,0,0,0,0,0,0,0,0,0,Stress-related,0,GLC3,NA,1734,309,46,NA,21.2083713956171,104.213598705502,214.1235,NA,17.375461361015,19.0602394822006,18.7761956521739
49,NA,NA,0.001692668435374,0.01147520661157,0,0,0,1,0,0,0,0,0,0,RNA-related,1,NSI1,NA,3070,735,242,NA,21.6847798045603,91.6636734693878,152.756020661157,NA,12.5406074918567,12.220556462585,8.03804132231405
50,NA,NA,0.071044776119403,0.189588957055215,1,0,0,1,0,0,0,0,0,0,Proteasome,0,RPT1,NA,1707,201,163,NA,21.2878892794376,87.8270945273632,166.409539877301,NA,157.513582893966,166.360487562189,93.6153680981595
51,NA,NA,NA,-0.006891304347826,1,0,0,1,0,0,0,0,0,0,DNA-related,1,TOF1,NA,2042,313,46,NA,21.3484020568071,83.1700159744409,153.675956521739,NA,16.6819250734574,15.201089456869,9.8429347826087
52,NA,-0.029584174132492,0.004224066390041,0.034060606060606,0,0,0,1,0,0,0,0,0,0,RNA-related,1,INO2,NA,951,241,33,NA,21.4140304942166,97.2076763485477,151.812696969697,NA,11.7832176656151,11.8831825726141,6.73427272727273
53,NA,-0.04671450617284,0.064651264457831,0.098333333333333,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG1,NA,648,166,39,NA,20.5841234567901,106.567487951807,153.799153846154,NA,11.6938287037037,15.1513313253012,9.50133333333333
54,NA,0.014288179358717,0.02989552238806,0.065307692307692,1,0,0,1,0,0,0,0,0,0,Autophagy,0,ATG17,NA,499,134,52,NA,20.8231843687375,97.7350223880597,169.058115384615,NA,8.85828056112224,9.35561194029851,12.6196153846154
55,NA,-0.014955538951691,NA,0.058478873239437,0,0,0,0,1,0,0,0,0,0,Stress-related,0,WSC3,NA,2070,305,71,NA,22.4491222222222,81.6095475409836,158.449802816901,NA,10.6754014492754,10.0044524590164,8.89766197183099
56,NA,-0.002906329484463,0.07557783501992,-0.031142857142857,1,1,1,0,0,0,0,0,0,0,Apoptosis ,1,YSP2,NA,1416,251,14,NA,20.6328559322034,89.0180916334661,191.474642857143,NA,9.93772245762712,10.6288605577689,9.79407142857143
57,NA,NA,0.035533933653846,0.027818181818182,0,1,0,1,0,0,0,0,0,0,Stress-related,0,HSF1,NA,1407,104,44,NA,21.2603866382374,94.055875,199.574795454545,NA,21.8134769012082,21.0451634615385,13.3781590909091
58,NA,-0.030006673673674,0.021887417218543,0.13540350877193,0,0,0,0,0,0,0,1,0,0,Proteasome,1,UBI4,NA,999,151,57,NA,21.3993293293293,83.448178807947,156.613070175439,NA,19.1605605605606,24.056357615894,15.1342280701754
59,NA,-0.058258919014493,NA,0.11905,1,0,0,0,1,0,0,0,0,0,Autophagy,0,ATG8,NA,1725,535,60,NA,21.469932173913,95.6661364485981,166.1259,NA,29.6036098550725,28.6790523364486,18.2175666666667
60,NA,-0.017639450426026,-0.032040540540541,-0.025106817313433,0,0,0,0,0,0,0,0,0,0,Structural,0,SPC42,NA,1291,222,134,NA,21.9204539116964,85.0852702702703,174.612164179104,NA,18.6716715724245,17.1304684684685,12.5202537313433
61,NA,NA,0.047642366481995,0.030400943396226,0,0,1,0,0,0,0,0,0,0,Autophagy,0,ATG39,NA,2956,1444,212,NA,21.2223416779432,77.6230782548476,184.889900943396,NA,9.29105717185386,8.80059210526316,8.19841509433962
62,NA,-0.011172011864407,0.045873015873016,-0.043113924050633,0,0,0,0,1,0,0,0,0,0,Protease,0,PFF1,NA,590,126,79,NA,21.1981898305085,87.8928333333333,148.560670886076,NA,9.00139322033898,8.91703174603175,7.39117721518987
