,1pok-fiber2,half,fiber,wt,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Peroxisome,golgi,lipid droplet,Category,SGA-hit,names,n1pok-fiber2,nhalf,nfiber,nwt,y1pok-fiber2,yhalf,yfiber,ywt,r1pok-fiber2,rhalf,rfiber,rwt
1,0.120789484408602,0.043468911917098,0.047380652409639,NA,1,0,0,0,0,0,0,0,0,0,Oxidative-stress,1,GND1,744,386,664,NA,63.2637298387097,46.9118186528497,71.3340572289157,NA,2316.52597715054,2583.74012435233,2472.01764909639,NA
2,0.321789308176101,0.312414781297134,0.285017141975309,NA,0,1,1,0,0,0,0,0,0,1,Lipid-Related,1,ERG6,318,663,486,NA,63.0295786163522,44.2679260935143,69.4320452674897,NA,1396.83355345912,1413.19395625943,1321.57947942387,NA
3,0.014520359016393,0.021072366666667,-0.033262082925072,NA,1,0,0,0,0,0,0,0,0,0,Stress-related,0,PUB1,244,306,694,NA,60.7725491803279,42.6735882352941,61.8776887608069,NA,643.762618852459,636.806820261438,628.142430835735,NA
4,0.200616033755274,-0.006107055961071,0.242658978583196,NA,0,0,0,1,0,0,0,0,0,0,Proteasome,0,PRE1,237,411,607,NA,61.5400632911392,41.0966618004866,64.3282850082372,NA,364.001616033755,348.188114355231,349.734405271829,NA
5,0.158392396428571,0.207747339679715,0.117807980049875,NA,1,0,0,0,0,0,0,0,0,0,Protease,0,SDD3,588,562,401,NA,57.0547397959184,40.647359430605,60.8026708229426,NA,93.0046343537415,89.3565427046263,92.2818478802993,NA
6,0.078732283464567,0.174018181818182,0.027072160533333,0.267412181496259,0,0,1,0,0,0,0,0,0,0,AA-related,1,BAP2,254,275,375,401,60.6883228346457,40.31672,63.2109706666667,44.4841670822943,394.137102362205,430.651883636364,416.324421333333,1291.60744139651
7,-0.035115384615385,0.046633486614173,-0.053549118387909,NA,1,0,0,0,0,0,0,0,0,0,Stress-related,0,TPS1,390,254,397,NA,60.5204102564103,44.6577913385827,70.1397858942066,NA,511.568035897436,518.130559055118,507.405365239295,NA
8,0.144700272479564,0.103630350194553,0.138294371986971,NA,1,0,0,0,0,0,0,0,0,0,Lipid-Related,1,PDR17,367,257,307,NA,59.1083623978202,38.6856575875486,66.9696384364821,NA,37.3509182561308,41.1307003891051,42.5578208469055,NA
9,0.041733675313808,0.023126096491228,0.027985570144578,NA,1,0,0,0,0,0,0,0,0,0,AA-related,0,ARG4,239,228,415,NA,58.5137112970711,44.3799210526316,68.8645156626506,NA,486.101071129707,490.397907894737,481.624245783133,NA
10,-0.012579545454546,0.011228409210526,-0.127186416751269,NA,0,1,0,0,0,0,0,0,0,0,Stress-related,0,TPS2,88,152,197,NA,66.4025909090909,46.1283618421053,64.6664517766498,NA,147.843238636364,199.599013157895,181.696527918782,NA
