,wt,fiber,half,nothing,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Category,names,nwt,nfiber,nhalf,nnothing,ywt,yfiber,yhalf,ynothing,rwt,rfiber,rhalf,rnothing
1,0.991808108108108,0.990489552238806,0.963805084745763,NA,1,0,0,1,0,0,0,Chaperone,HSP104,740,335,472,NA,814.642062162162,843.745435820896,73.9294597457627,NA,554.228244594595,593.511185074627,593.157294491525,NA
2,0.687958071278826,0.675362549800797,0.65745259391771,NA,0,1,0,0,0,0,0,Chaperone,HSP78,477,502,559,NA,906.214549266247,799.907711155378,78.5372218246869,NA,195.166916142558,189.129810756972,198.565026833631,NA
3,0.772011086474501,0.746432657926102,0.688023720349563,NA,0,1,0,0,0,0,0,Chaperone,MCX1,451,839,801,NA,870.336844789357,798.419880810489,74.0029388264669,NA,37.8002350332594,37.0743528009535,40.0158739076155,NA
4,0.827152875175316,0.828094567404427,0.821515432098765,NA,0,0,0,1,0,0,0,DNA-related,RVB1,713,994,648,NA,897.803502103787,824.100240442656,76.4855416666667,NA,250.107935483871,250.084367203219,246.016543209877,NA
5,0.887544726301736,0.868742684157417,0.841292903225806,NA,0,0,0,1,0,0,0,DNA-related,RVB2,749,991,775,NA,876.907245660881,800.64817457114,76.3642464516129,NA,190.543066755674,193.562788092836,194.083570322581,NA
6,0.887203073545554,0.883537787513691,0.859733333333333,NA,0,0,1,0,0,0,0,Chaperone,CNE1,911,913,690,NA,870.093040614709,830.253605695509,77.5423550724638,NA,11.7500823271131,12.156139101862,11.4301275362319,NA
7,0.990480381760339,0.989815673289183,0.951044563279857,NA,0,0,0,0,0,1,0,Chaperone,TCP1,943,906,561,NA,888.425384941675,779.536316777042,80.4070606060606,NA,252.159336161188,241.916613686534,262.893007130125,NA
8,0.876648854961832,0.87756976744186,0.810614439324117,NA,1,0,0,0,0,0,0,Chaperone,CCT2,786,602,651,NA,885.273732824427,766.843156146179,78.1628079877112,NA,8.13177989821883,11.2580365448505,11.3444485407066,NA
9,0.989354482758621,0.989217814892136,0.954252124645892,NA,1,0,0,0,0,0,0,Chaperone,CCT3,725,1437,706,NA,908.988103448276,742.575207376479,75.9338456090652,NA,59.2736717241379,55.105878914405,58.7511076487252,NA
10,0.985454183266932,0.984822580645161,0.951935222672065,NA,1,0,0,0,0,0,0,Chaperone,CCT4,251,248,247,NA,610.197521912351,534.598427419355,65.8405344129555,NA,141.469039840637,151.748939516129,146.806923076923,NA
11,0.990521674140508,0.988033687943262,0.962460212201592,NA,1,0,0,0,0,0,0,Chaperone,CCT5,669,564,754,NA,880.03231838565,843.520427304965,75.1167188328913,NA,215.77643348281,222.855056737589,228.619915119363,NA
12,0.877298200514139,0.873604756511891,0.818127507163324,NA,1,0,0,0,0,0,0,Chaperone,CCT6,778,883,698,NA,900.703420308483,842.582755379388,77.1885988538682,NA,10.2011722365039,8.25096149490374,11.2207220630372,NA
13,0.740991304347826,0.72873031496063,0.715510606060606,NA,0,1,0,0,0,0,0,Chaperone,HSP10,460,508,660,NA,946.851332608696,837.896690944882,84.9410090909091,NA,1023.65034347826,1002.51350787402,1024.08289393939,NA
14,0.883257731958763,0.854379370629371,0.85125,NA,1,1,0,1,0,0,0,Chaperone,APJ1,485,572,580,NA,915.208470103093,830.273755244755,79.5450068965517,NA,15.7872412371134,17.4043566433566,17.2373982758621,NA
15,0.997134513274336,0.99679283887468,0.964047085201794,NA,1,0,0,1,0,0,0,Chaperone,CAJ1,565,782,446,NA,868.07572920354,818.743771099744,75.5123923766816,NA,133.928408849558,135.087833759591,131.110439461883,NA
16,0.864217457886677,0.845472032742156,0.829233598409543,NA,0,0,0,1,0,0,0,RNA-related,CWC23,653,733,1006,NA,841.790952526799,803.665718963165,73.4342395626243,NA,21.4854287901991,19.2197203274216,19.7205954274354,NA
17,0.988530275229358,0.988476550680787,0.952770145310436,NA,1,0,1,0,0,0,1,Peroxisom-related,DJP1,545,661,757,NA,826.318348623853,739.363257186082,72.0837701453104,NA,148.045023853211,148.031773071104,141.899715984148,NA
