,nothing,half,fiber,wt,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Peroxisome,golgi,lipid droplet,Category,SGA-hit,names,nnothing,nhalf,nfiber,nwt,ynothing,yhalf,yfiber,ywt,rnothing,rhalf,rfiber,rwt
1,NA,0.006839887640449,0.02197604035309,0.03974358974359,1,0,0,0,0,0,0,0,0,0,Oxidative-stress,1,GND1,NA,356,793,156,NA,279.275210674157,880.05019924338,695.506480769231,NA,1964.08796348315,1847.77021311475,1206.25631410256
2,NA,0.000772727272727,0.015385714285714,-0.011923076923077,0,1,1,0,0,0,0,0,0,1,Lipid-Related,1,ERG6,NA,154,140,39,NA,253.795662337662,755.208592857143,690.766256410256,NA,326.230467532468,384.161835714286,402.762153846154
3,NA,0,0.016994652406417,0,1,0,0,0,0,0,0,0,0,0,Stress-related,0,PUB1,NA,32,187,25,NA,297.842125,983.638326203209,679.6404,NA,330.29165625,375.329315508021,412.45992
4,NA,0.001520958083832,0.0057,0.036444444444444,0,0,0,1,0,0,0,0,0,0,Proteasome,0,PRE1,NA,167,10,108,NA,258.221119760479,973.6812,707.069472222222,NA,157.556221556886,176.2962,242.352888888889
5,NA,0.001662971428571,0.005435483870968,0.00019512195122,1,0,0,0,0,0,0,0,0,0,Protease,0,SDD3,NA,203,62,82,NA,266.995315270936,886.665629032258,724.853109756098,NA,55.4970492610837,53.9099677419355,61.9030731707317
6,-0.020026970954357,-0.003501302083333,-0.041535714285714,-0.032333333333333,0,0,1,0,0,0,0,0,0,0,AA-related,1,BAP2,482,768,56,51,24.5616597510373,274.46871484375,514.089446428571,634.123352941176,747.059095435685,245.588890625,313.902214285714,388.578078431373
7,NA,0.009585185185185,0.004240506329114,0.013129032258065,1,0,0,0,0,0,0,0,0,0,Stress-related,0,TPS1,NA,270,79,62,NA,262.148377777778,783.703898734177,740.835193548387,NA,99.2399481481481,229.70946835443,707.881177419355
8,NA,0.000416201117318,0.026166666666667,0,1,0,0,0,0,0,0,0,0,0,Lipid-Related,1,PDR17,NA,358,72,13,NA,267.147930167598,673.237666666667,694.424615384615,NA,24.2647458100559,33.8137361111111,58.0209230769231
9,NA,0,0.031575,0,1,0,0,0,0,0,0,0,0,0,AA-related,0,ARG4,NA,34,80,13,NA,264.985705882353,714.4212125,671.868,NA,172.917441176471,488.1129875,1017.76838461538
10,NA,0,0.026675,0.099352941176471,0,1,0,0,0,0,0,0,0,0,Stress-related,0,TPS2,NA,22,120,17,NA,263.641,577.3062,709.364117647059,NA,80.9035,210.1101,329.580352941176
11,NA,0.000823684210526,0.040504,0.0093,1,0,0,1,0,0,0,0,0,0,Oxygen-growth,1,SPE2,NA,380,250,30,NA,257.512147368421,697.040196,789.812633333333,NA,89.3618657894737,100.134364,105.948833333333
