,nothing,half,fiber,wt,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Peroxisome,golgi,lipid droplet,Category,SGA-hit,names,nnothing,nhalf,nfiber,nwt,ynothing,yhalf,yfiber,ywt,rnothing,rhalf,rfiber,rwt
1,NA,-0.010153029494382,-0.006973318284994,0.286836617307692,1,0,0,0,0,0,0,0,0,0,Oxidative-stress,1,GND1,NA,356,793,156,NA,274.209542134831,873.799447667087,689.952378205128,NA,1923.87666292135,1819.90789029004,1192.15651282051
2,NA,-0.088837662337662,0.059246519285714,0.076666666666667,0,1,1,0,0,0,0,0,0,1,Lipid-Related,1,ERG6,NA,154,140,39,NA,250.090045454545,750.590807142857,685.096794871795,NA,316.06475974026,374.759364285714,395.398538461538
3,NA,-0.20053125,0.051517520320856,0.1046,1,0,0,0,0,0,0,0,0,0,Stress-related,0,PUB1,NA,32,187,25,NA,293.95515625,979.338898395722,673.561,NA,320.95721875,367.273732620321,404.28372
4,NA,0.398992907801418,0.1141,0.348453703703704,0,0,0,1,0,0,0,0,0,0,Proteasome,0,PRE1,NA,282,10,108,NA,253.955897163121,970.5875,701.549481481482,NA,146.095024822695,171.385,236.549351851852
5,NA,-0.110099333990148,0.15608064516129,0.108158536585366,1,0,0,0,0,0,0,0,0,0,Protease,0,SDD3,NA,203,62,82,NA,262.346911330049,881.898467741936,718.566036585366,NA,50.2944532019704,49.2611935483871,57.9248902439024
6,-0.093183007883817,-0.222850309791667,0.059767857142857,-0.017254901960784,0,0,1,0,0,0,0,0,0,0,AA-related,1,BAP2,482,768,56,51,23.6999107883817,269.196829427083,511.163375,629.007784313726,727.744688796681,234.464865885417,307.976125,381.801078431373
7,NA,-0.082800205925926,0.015356458227848,0.072822580645161,1,0,0,0,0,0,0,0,0,0,Stress-related,0,TPS1,NA,270,79,62,NA,257.54982962963,777.608303797468,734.59964516129,NA,92.983662962963,222.420974683544,697.514790322581
8,NA,7.59636871508379E-05,0.167041666666667,0.052538461538462,1,0,0,0,0,0,0,0,0,0,Lipid-Related,1,PDR17,NA,358,72,13,NA,262.05575698324,668.173986111111,687.799923076923,NA,19.7010391061453,29.0397916666667,52.8731538461538
9,NA,0.048882352941177,0.08295,0.363384615384615,1,0,0,0,0,0,0,0,0,0,AA-related,0,ARG4,NA,34,80,13,NA,261.140058823529,709.529825,666.171692307692,NA,166.148058823529,479.1113375,1004.51676923077
10,NA,-0.102136363636364,0.0421,0.022588235294118,0,1,0,0,0,0,0,0,0,0,Stress-related,0,TPS2,NA,22,120,17,NA,259.982454545455,573.079541666667,703.671176470588,NA,75.2300454545455,203.821083333333,322.585764705882
11,NA,0.236919255789474,0.23614,0.377,1,0,0,1,0,0,0,0,0,0,Oxygen-growth,1,SPE2,NA,380,250,30,NA,253.268886842105,692.796644,783.1253,NA,83.3777973684211,94.647048,101.277433333333
