,Empty,YFP,1pok-misfolded,1pok-fiber,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Peroxisome,golgi,lipid droplet,Category,SGA-hit,names,nEmpty,nYFP,n1pok-misfolded,n1pok-fiber,yEmpty,yYFP,y1pok-misfolded,y1pok-fiber,rEmpty,rYFP,r1pok-misfolded,r1pok-fiber
1,-0.010387069614513,0.042466666666667,NA,-0.060169429164639,1,0,0,0,0,0,0,0,0,0,Oxidative-stress,1,GND1,441,45,NA,1233,36.149433106576,2233.13237777778,NA,427.828562043796,2423.97785714286,2433.12453333333,NA,2348.84874128143
2,0.087297872340426,0.005972366148532,NA,-0.179191913729798,0,1,1,0,0,0,0,0,0,1,Lipid-Related,1,ERG6,376,579,NA,396,33.0421196808511,2433.98751122625,NA,457.584171717172,1154.4781462766,1254.81034196891,NA,1252.67745707071
3,-0.048413333333333,0.045678111587983,NA,-0.190091308490566,1,0,0,0,0,0,0,0,0,0,Stress-related,0,PUB1,75,233,NA,636,36.0390933333333,2367.8581416309,NA,485.319518867925,676.63408,574.537725321888,NA,622.791037735849
4,-0.0051244129683,0.017257085020243,NA,0.436701388888889,0,0,0,1,0,0,0,0,0,0,Proteasome,0,PRE1,347,494,NA,576,30.9456368876081,2530.09886437247,NA,445.039673611111,343.482432276657,404.081773279352,NA,369.715800347222
5,0.074110044736842,0.007144230769231,NA,-0.062177777777778,1,0,0,0,0,0,0,0,0,0,Protease,0,SDD3,304,104,NA,405,33.8817631578947,2706.29407692308,NA,442.392908641975,114.142917763158,92.8093173076923,NA,96.7292296296296
6,-0.036423048403361,0.00222030237581,NA,-0.223332519047619,0,0,1,0,0,0,0,0,0,0,AA-related,1,BAP2,595,926,NA,567,32.636337815126,2062.25529481641,NA,449.476045855379,373.350075630252,456.963653347732,NA,369.470514991182
7,-0.008993650793651,0.029734299516908,NA,-0.161185064935065,1,0,0,0,0,0,0,0,0,0,Stress-related,0,TPS1,315,414,NA,616,31.6295555555556,2531.63892028985,NA,456.64625974026,506.832726984127,498.071446859903,NA,512.556199675325
8,-0.020241610738255,0.011369230769231,NA,0.113527272727273,1,0,0,0,0,0,0,0,0,0,Lipid-Related,1,PDR17,745,455,NA,55,32.8077879194631,2722.49048791209,NA,443.048436363636,46.6755731543624,46.2917076923077,NA,37.7355636363636
9,-0.052943396226415,0.010553522415371,NA,-0.024488172211337,1,0,0,0,0,0,0,0,0,0,AA-related,0,ARG4,53,1093,NA,1429,32.16,2337.33730009149,NA,451.547357592722,484.664849056604,393.465328453797,NA,484.313702589223
10,-0.020902555910543,0.01530607966457,NA,-0.319589858473783,0,1,0,0,0,0,0,0,0,0,Stress-related,0,TPS2,626,954,NA,2136,34.0670814696486,2005.94707756813,NA,425.672593164794,170.349353035144,170.229059748428,NA,172.763853932584
11,-0.015586269463209,0.04515479876161,NA,0.333974822592593,1,0,0,1,0,0,0,0,0,0,Oxygen-growth,1,SPE2,1658,323,NA,270,35.0044873341375,2419.27049535604,NA,519.183140740741,194.881040410133,184.637600619195,NA,172.770818518519
12,0.016194482191781,0.020583636363636,NA,0.36672602739726,1,0,0,1,0,0,0,0,0,0,Stress-related,0,GSY2,657,550,NA,292,31.2810426179604,2361.06998545455,NA,421.932294520548,104.826153729072,107.100603636364,NA,99.1064863013699
13,0.033655929334917,0.010798982188295,NA,0.011724719006211,1,0,0,0,0,0,0,0,0,0,Multivesicular-body-sorting,1,IST1,842,393,NA,805,29.7465320665083,2205.09694910941,NA,429.973359006211,14.69767695962,19.4830458015267,NA,16.6506136645963
14,-0.007006694815928,0.01171568627451,NA,0.236795976288416,1,0,1,0,0,0,0,0,0,0,Multivesicular-body-sorting,0,VPS4,1331,204,NA,423,32.4264147257701,2366.95301960784,NA,449.007177304965,81.6925259203606,81.7617205882353,NA,72.2375673758865
15,-0.043255639097744,0.012807799442897,NA,-0.245261942503945,0,0,0,0,0,0,0,0,0,0,Stress-related,1,TIF3,133,359,NA,1901,30.7802105263158,2295.16804735376,NA,435.956326144135,580.710421052632,618.877016713092,NA,612.305241451867
16,-0.001244505494506,0.016244648318043,NA,0.354644112478032,1,0,0,1,0,0,0,0,0,0,Chaperone,1,HCH1,728,1308,NA,1138,34.7845563186813,2144.80422477064,NA,476.391133567663,818.383645604396,852.36529204893,NA,801.663417398946
17,0.409848780487805,0.001901459854015,NA,-0.13489629015748,0,1,0,0,0,0,0,0,0,0,Protease,0,CYM1,1025,822,NA,254,33.3841365853659,2281.02413381995,NA,450.493708661417,84.0454526829268,85.1072615571776,NA,72.824811023622
18,-0.066216709883721,0.041378865979381,NA,0.384501457725948,0,0,0,1,0,0,0,0,0,0,Proteasome,0,PRE9,516,388,NA,343,32.1128294573643,2115.5992757732,NA,459.260034985423,398.725279069767,395.36325257732,NA,392.822924198251
19,-0.051957641176471,0.012235732009926,NA,0.429860215053763,0,0,0,1,0,0,0,0,0,0,Proteasome,0,RPN2,595,806,NA,279,32.955068907563,2132.87336228288,NA,446.073189964158,404.062598319328,441.164481389578,NA,411.762265232975
20,-0.051264255910988,0.030451730418944,NA,0.402952684724409,0,0,0,1,0,0,0,0,0,0,Proteasome,0,PRE6,719,549,NA,508,31.5275577190542,2167.45186338798,NA,433.664773622047,381.650127955494,388.516041894353,NA,352.32711023622
21,-0.03020111980198,0.006559139784946,NA,0.475206489675516,0,0,0,1,0,0,0,0,0,0,RNA-related,1,REF2,505,372,NA,339,30.2565306930693,2331.33432258065,NA,405.365637168142,41.5135465346535,45.3130994623656,NA,39.2452330383481
22,-0.054891891891892,0.016,NA,-0.227298594847775,1,0,0,0,0,0,0,0,0,0,Lipid-Related,1,YPK1,74,187,NA,854,24.0107162162162,2087.33495187166,NA,410.663128805621,105.550459459459,129.215048128342,NA,122.252533957845
23,0.057057553956835,0.016881690140845,NA,-0.219878865979381,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG3,139,710,NA,388,26.6193884892086,2226.58096478873,NA,461.691391752577,50.9206402877698,67.8156633802817,NA,55.8670850515464
24,0.003074332037209,0.014188333333333,NA,0.112458,1,0,0,0,1,0,0,0,0,0,Autophagy,0,ATG18,2150,600,NA,500,33.0527134883721,2481.06622166667,NA,505.320114,70.8629651162791,72.1070516666667,NA,75.851408
25,0.027264445868465,0.002443548387097,NA,0.121047395639269,1,0,0,1,0,0,0,0,0,0,Proteasome,0,RPN14,593,496,NA,876,29.2450320404722,2091.94202620968,NA,373.300724885845,24.9059224283305,18.1454375,NA,26.3411461187215
26,-0.007252961512027,0.013032558139535,NA,-0.085027565084227,0,0,1,0,0,0,0,0,0,0,Autophagy,0,ATG40,291,215,NA,653,29.4403642611684,2105.85575348837,NA,405.037189892802,34.256147766323,36.532823255814,NA,37.9908774885145
27,0.016911932592593,0.006691156462585,NA,-0.089960577380952,1,0,0,0,0,0,0,0,0,0,Signaling,1,STE50,810,735,NA,588,33.0227197530864,2287.42690612245,NA,420.933042517007,23.9150432098765,25.2800517006803,NA,24.4148792517007
28,-0.010428899082569,0.006414802065404,NA,-0.105779555344655,0,0,1,0,0,0,0,0,0,0,Autophagy,0,ATG15,872,581,NA,1001,30.9474529816514,2362.76119965577,NA,405.698788211788,43.8819071100917,46.7421996557659,NA,40.7037212787213
29,0.028479670996217,0.002491228070175,NA,-0.004166654358472,1,0,0,1,0,0,0,0,0,0,-,1,PTC1,793,627,NA,1021,30.2749155107188,2313.6219553429,NA,404.228089128306,15.3039911727617,18.0566810207337,NA,12.9860793339863
30,-0.050655639097744,0.016390715667311,NA,0.276087912087912,1,0,0,0,0,0,0,0,0,0,Stress-related,0,PGM2,665,517,NA,364,29.5222481203008,2071.48980464217,NA,417.010571428571,298.865577443609,300.991866537718,NA,265.13768956044
31,0.035945914694408,0.011289048473968,NA,0.336475435816165,1,0,0,1,0,0,0,0,0,0,Stress-related,0,PBP1,769,557,NA,631,31.8255201560468,2302.19323159785,NA,404.232849445325,113.439284785436,117.249994614004,NA,109.905573692551
32,0.012738853503185,0.003522480620155,NA,0.438339559400545,0,0,0,1,0,0,0,0,0,0,Proteasome,0,BLM10,314,645,NA,367,27.9963057324841,2152.99738914729,NA,421.59963760218,36.0247420382166,48.3907379844961,NA,38.4207629427793
33,0.005992957746479,0.009910169491525,NA,0.284647302904564,1,0,0,1,0,0,0,0,0,0,Stress-related,0,YAP1,142,590,NA,241,26.6445633802817,2242.13862033898,NA,403.067493775934,30.698676056338,40.940813559322,NA,35.3664190871369
34,0.004309734513274,0.035681481481482,NA,-0.249262349066959,1,0,0,0,0,0,0,0,0,0,Stress-related,0,TSL1,339,270,NA,911,30.1761828908555,2172.04172222222,NA,448.705782656421,195.455982300885,209.354696296296,NA,196.999950603732
35,0.014922600968992,0.001567294982699,NA,0.000352409673791,0,0,0,1,0,0,0,0,0,0,-,1,LRS4,516,578,NA,889,30.7765387596899,2106.32033044983,NA,410.790354330709,26.5878217054264,28.2793564013841,NA,23.361874015748
36,0.02072895518591,0.000145739910314,NA,-0.084443521594684,0,0,0,0,0,0,0,0,0,0,Vacuole-related,1,VPS3,1533,446,NA,602,32.02857469015,2237.40447757848,NA,452.983059800664,25.6745270711024,24.4357197309417,NA,24.011853820598
37,-0.008518957565217,0.013342820181113,NA,0.225160839160839,0,0,0,0,0,0,0,0,0,0,Structural,1,KRE28,575,773,NA,429,28.4647808695652,1994.71551099612,NA,371.436708624709,54.5353808695652,68.5448835705045,NA,54.2482284382284
38,0.001151960784314,0.00905900621118,0.014492891086262,-0.056796536796537,0,0,0,0,0,1,1,0,0,0,Structural,1,BNI1,408,322,626,462,29.8365931372549,1977.02062732919,23.6582603833866,362.872365800866,25.85725,26.2673105590062,33.8867987220447,23.929196969697
39,0.006834975644028,0.012746478873239,NA,-0.012083829908676,1,0,0,0,0,0,0,0,0,0,Autophagy,0,ATG2,427,426,NA,438,29.5415550351288,1954.37523943662,NA,394.116888127854,18.2432950819672,23.5051643192488,NA,16.6968493150685
40,-0.01642596300885,0.004591198979592,NA,0.46945793060219,0,0,0,1,0,0,0,0,0,0,RNA-related,1,MED1,565,1568,NA,548,28.0880991150442,2293.65332908163,NA,420.752945255474,46.9892247787611,58.6727697704082,NA,48.0263923357664
41,-0.013998463893016,0.008168316831683,NA,0.428502892589928,0,0,0,1,0,0,0,0,0,0,DNA-related,1,RSC1,673,404,NA,973,29.8996627043091,2132.43615594059,NA,404.172753340185,44.4578558692422,45.2868168316832,NA,47.0627749229188
42,-0.002978506387665,0.013551495016611,NA,-0.192876146788991,1,0,0,0,0,0,0,0,0,0,RNA-related,1,BUD27,454,301,NA,436,28.4835748898678,2045.20734883721,NA,388.012809633028,42.4514955947137,44.3016877076412,NA,40.6019013761468
43,0.013987575880759,0.01798,NA,-0.155655717761557,1,0,0,0,0,0,0,0,0,0,Stress-related,0,CTT1,369,500,NA,822,27.8558292682927,2179.250912,NA,378.219352798054,106.021265582656,112.05494,NA,109.048618004866
