,nothing,half,fiber,wt,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Peroxisome,golgi,lipid droplet,Category,SGA-hit,names,nnothing,nhalf,nfiber,nwt,ynothing,yhalf,yfiber,ywt,rnothing,rhalf,rfiber,rwt
1,NA,0.052856582605042,0.028463595864662,0.102375,1,0,0,0,0,0,0,0,0,0,Oxidative-stress,1,GND1,NA,2380,798,104,NA,29.9315605042017,108.3465,174.344990384615,NA,1831.79051302521,1656.9734235589,1038.36268269231
2,NA,0.128227272727273,0.027181008461539,0.015222222222222,0,1,1,0,0,0,0,0,0,1,Lipid-Related,1,ERG6,NA,264,260,36,NA,25.0013409090909,103.256496153846,214.305861111111,NA,319.527962121212,287.970261538462,260.260694444444
3,NA,0.056949551122195,-0.001745856353591,0.074651162790698,1,0,0,0,0,0,0,0,0,0,Stress-related,0,PUB1,NA,802,362,43,NA,24.6320137157107,102.611403314917,185.589023255814,NA,319.102881546135,270.311209944751,174.44076744186
4,NA,-0.002926287541667,0.035398692810458,0.11053125,0,0,0,1,0,0,0,0,0,0,Proteasome,0,PRE1,NA,480,153,32,NA,24.7359041666667,113.769130718954,160.06396875,NA,167.707835416667,186.86977124183,89.78675
5,NA,0.085127644672131,0.00853,0.023135593220339,1,0,0,0,0,0,0,0,0,0,Protease,0,SDD3,NA,732,200,59,NA,23.4647131147541,111.41811,205.397661016949,NA,57.3872745901639,52.949535,37.6345762711864
6,0.000748792270531,-0.109156802933884,-0.040163157894737,-0.002512195121951,0,0,1,0,0,0,0,0,0,0,AA-related,1,BAP2,207,1452,190,41,31.5213961352657,21.7741377410468,127.810489473684,170.546951219512,899.096647342995,225.725871900826,229.098389473684,214.445536585366
7,NA,0.045831299507119,-0.00678021978022,0.04563,1,0,0,0,0,0,0,0,0,0,Stress-related,0,TPS1,NA,1826,364,100,NA,24.0139490690033,107.087228021978,203.55984,NA,86.3276292442497,79.6581840659341,62.21775
8,NA,0.004761605852417,0.020556756756757,0.003184210526316,1,0,0,0,0,0,0,0,0,0,Lipid-Related,1,PDR17,NA,393,185,38,NA,24.7753384223919,105.919394594595,209.976289473684,NA,23.8856488549618,24.5176162162162,20.3806052631579
9,NA,0.035192624563207,0.031460492378049,0.006142857142857,1,0,0,0,0,0,0,0,0,0,AA-related,0,ARG4,NA,973,328,56,NA,24.2097605344296,103.694884146341,238.095178571429,NA,133.978498458376,110.786957317073,102.235714285714
10,0.091,0.027893327702703,0.027441176470588,0.00348,0,1,0,0,0,0,0,0,0,0,Stress-related,0,TPS2,10,296,68,25,32.4369,23.6593952702703,108.080014705882,197.7278,150.6751,54.9253074324324,50.4313676470588,38.06216
