,wt,fiber,half,3n75 wt,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Category,names,nwt,nfiber,nhalf,n3n75 wt,ywt,yfiber,yhalf,y3n75 wt,rwt,rfiber,rhalf,r3n75 wt
1,NA,0.19396875,NA,0.393944444444444,1,0,0,1,0,0,0,Chaperone,HSP104,NA,96,NA,18,NA,85.77140625,NA,606.258222222222,NA,583.23796875,NA,321.701666666667
2,0.76,0.088108012745098,0.502633843849206,0.381,0,1,0,0,0,0,0,Chaperone,HSP78,1,204,504,4,60.222,76.5397745098039,29.0400476190476,134.71875,541.018,205.65212745098,192.485369047619,290.61425
3,0.584,0.102303266796875,0.515917105263158,-0.041,0,1,0,0,0,0,0,Chaperone,MCX1,3,256,760,6,125.415333333333,79.83266796875,29.0852684210526,513.3425,97.4963333333333,43.11090234375,38.1409,19.0596666666667
4,0.737,0.139149479190751,0.005438556152758,0.291222222222222,0,0,0,1,0,0,0,DNA-related,RVB1,2,173,707,18,69.245,81.4426820809249,26.8511923620934,508.000111111111,101.95,258.755757225434,240.028683168317,99.3647222222222
5,-0.231,0.104346803409091,0.009999422599532,0.484,0,0,0,1,0,0,0,DNA-related,RVB2,1,264,427,21,578.47,78.0048863636364,26.0391264637002,686.050857142857,182.116,198.824064393939,184.062985948478,85.3976666666667
6,0.413,0.08495145631068,-0.024021095529061,-0.007625,0,0,1,0,0,0,0,Chaperone,CNE1,1,206,671,8,186.079,79.1994029126214,27.1848315946349,601.426625,22.341,12.7023009708738,11.3055901639344,36.028625
7,NA,0.006433691756272,0.04048336509299,0.3798,0,0,0,0,0,1,0,Chaperone,TCP1,NA,279,699,5,NA,77.7202043010753,27.7348025751073,809.0156,NA,254.318254480287,226.977114449213,140.025
8,NA,0.079085394902913,0.01836485348199,0.017,1,0,0,0,0,0,0,Chaperone,CCT2,NA,412,583,1,NA,77.3490655339806,26.6763910806175,53.268,NA,12.4691650485437,7.74343739279588,21.719
9,0.275,0.024652168871595,-0.187247252747253,0.186,1,0,0,0,0,0,0,Chaperone,CCT3,2,257,728,1,62.115,72.4472412451362,26.597521978022,1423.091,58.6705,54.0287392996109,52.7696497252747,59.017
10,0.209,0.001647727272727,0.0654,0.5485,1,0,0,0,0,0,0,Chaperone,CCT4,3,88,165,2,199.920333333333,60.586625,29.1170060606061,77.7465,104.937666666667,145.899431818182,130.494575757576,150.186
11,0.4365,0.019962406015038,0.108785953111111,0.1196,1,0,0,0,0,0,0,Chaperone,CCT5,2,266,450,5,173.319,70.4708684210526,24.8615511111111,801.5236,131.955,219.317127819549,198.639835555556,315.43
12,0.647,0.013384,0.027215517241379,NA,1,0,0,0,0,0,0,Chaperone,CCT6,1,250,464,NA,78.689,79.67454,27.118849137931,NA,111.944,10.960988,7.24569181034483,NA
13,NA,0.344876190476191,0.573878315132605,-0.089,0,1,0,0,0,0,0,Chaperone,HSP10,NA,210,641,9,NA,74.4277904761905,32.054232449298,797.053777777778,NA,1096.47223333333,956.888550702028,687.133444444444
14,0.224,0.185633536036036,-0.016695179237845,-0.0328,1,1,0,1,0,0,0,Chaperone,APJ1,1,222,761,5,353.02,77.6862342342342,27.3308856767411,591.456,27.71,20.1984774774775,14.0189513797635,7.258
15,0.198,0.064516853932584,-0.05777462221968,0.002,1,0,0,1,0,0,0,Chaperone,CAJ1,1,178,437,11,293.355,76.1247078651685,28.1494782608696,592.494636363636,128.636,126.365365168539,124.512322654462,88.7792727272727
16,0.414,0.128948863636364,-0.027089533861386,-0.0706,0,0,0,1,0,0,0,RNA-related,CWC23,1,176,909,15,42.531,77.63525,25.8733124312431,524.193733333333,15.735,21.7522670454545,18.4321562156216,10.6621333333333
17,0.776,0.179540298507463,0.09211504424581,0.2616,1,0,1,0,0,0,1,Peroxisom-related,DJP1,2,335,895,25,105.408,77.8557343283582,27.7207296089385,592.45896,83.6075,148.162188059701,144.569750837989,90.8192
18,NA,0.137859930660377,-0.043435962677824,0.089875,0,0,1,0,0,0,0,Folding-related,ERJ5,NA,212,478,8,NA,77.3322877358491,26.4144518828452,849.324875,NA,36.2513113207547,26.4324184100418,14.652375
19,NA,0.239247572815534,-0.005521428932584,0.134,0,0,1,0,0,0,0,Chaperone,HLJ1,NA,206,712,1,NA,78.7514126213592,28.4351713483146,3130.077,NA,33.3348252427184,26.6814831460674,54.152
20,NA,0.075263290995261,0.508364185110664,0.429,0,1,0,0,0,0,0,Chaperone,JAC1,NA,211,497,1,NA,81.7928104265403,26.2649919517103,52.538,NA,21.4620758293839,18.3227384305835,25.779
21,NA,0.088124031007752,0.002547313099274,0.609,0,0,1,0,0,0,0,Chaperone,JEM1,NA,129,826,1,NA,77.3533875968992,27.397911622276,857.403,NA,39.3963488372093,40.4361222760291,51.497
22,0.729,0.095082399402985,0.386894548034398,0.235,0,1,0,0,0,0,0,Chaperone,JID1,1,335,814,2,48.482,81.1753432835821,26.0974471744472,44.232,96.343,17.4507373134328,10.5174262899263,15.1555
23,0.317,0.014359375,0.028034459065217,NA,1,1,0,0,0,0,0,Chaperone,JJJ1,1,192,460,NA,145.121,77.331734375,26.7397869565217,NA,220.542,20.317296875,17.9984347826087,NA
24,0.22,0.238581164173228,0.004335231150278,NA,1,0,0,1,0,0,0,Chaperone,JJJ2,3,254,539,NA,160.1,83.5357204724409,27.8587810760668,NA,20.342,14.7201141732283,10.9174749536178,NA
25,0.376,0.107776397515528,0.044904899135447,0.1516875,1,0,0,1,0,0,0,Chaperone,JJJ3,3,161,347,16,134.253,84.3346645962733,27.4828501440922,725.1969375,82.9076666666667,45.3104844720497,38.0434812680115,19.8874375
26,NA,0.091026455026455,0.546847593960511,-0.001857142857143,0,1,0,0,0,0,0,Chaperone,MDJ1,NA,189,861,7,NA,75.6576507936508,29.0992915214866,696.690285714286,NA,200.672365079365,182.998632984901,105.865714285714
27,NA,0.131682291666667,0.297215246636771,0.026333333333333,0,1,0,0,0,0,0,Chaperone,MDJ2,NA,192,446,21,NA,75.57978125,25.169235426009,642.044285714286,NA,19.4585052083333,11.0438004484305,9.31795238095238
28,0.546,0.102142857142857,-0.05931885171875,0.226529411764706,0,0,1,0,0,0,0,Chaperone,SCJ1,1,140,640,17,58.077,84.0220071428571,26.2090375,593.075941176471,184.58,142.693992857143,128.667875,91.3395882352941
29,NA,0.013705882352941,-0.037518518518519,0.215666666666667,0,1,1,0,0,0,0,Chaperone,SEC63,NA,17,108,6,NA,65.1934705882353,24.684462962963,677.362333333333,NA,124.461588235294,105.252111111111,77.5473333333333
30,NA,0.259442738387097,0.018148118376068,0.61,1,0,0,1,0,0,0,Chaperone,SIS1,NA,310,468,2,NA,88.9352935483871,28.2329017094017,762.6135,NA,676.579141935484,544.397638888889,267.906
31,0.847,9.24561403508755E-06,0.060781408283784,0.212,1,0,0,0,0,0,0,,SWA2,1,285,740,1,13.877,78.2371929824561,27.2601702702703,903.533,23.075,48.0086842105263,41.1801878378378,193.371
32,0.323,0.4435,0.595046357615894,0.568,0,1,0,0,0,0,0,,TIM14,2,88,151,1,270.604,70.3647045454545,41.4803907284768,57.874,358.185,212.481488636364,214.020278145695,355.74
33,0.647666666666667,0.112062200956938,0.455919033755943,0.111,0,1,0,1,0,0,0,Chaperone,XDJ1,3,209,631,2,112.93,79.9782296650718,25.8514088748019,156.329,15.6946666666667,31.2794593301435,25.5149239302694,138.37
34,0.5335,0.119450459709302,0.078715243669986,NA,1,0,0,0,0,0,0,Chaperone,YDJ1,2,344,703,NA,279.209,85.5400203488372,29.5883229018492,NA,545.0205,1303.85926453488,1124.52853485064,NA
35,0.0785,-0.111916030534351,0.071344911897106,NA,1,1,0,1,0,0,0,Chaperone,ZUO1,2,262,622,NA,222.0375,84.6023129770992,29.6330080385852,NA,407.692,729.748599236641,679.610302250804,NA
36,NA,0.108005915105163,0.008842775978648,0.179,0,1,0,0,0,0,0,Chaperone,HSP60,NA,523,562,3,NA,92.3735315487572,27.3576814946619,263.514333333333,NA,7.45612428298279,8.26290035587189,82.2076666666667
37,0.4615,0.04251724137931,-0.056841181532417,0.022318181818182,0,0,1,0,0,0,0,Chaperone,KAR2,6,116,509,22,48.7426666666667,90.2167672413793,30.0956424361493,630.683954545455,307.399166666667,1399.39037068966,1204.55263850688,530.367136363636
38,NA,0.012666666666667,-0.024631770242058,0.0745,0,0,1,0,0,0,0,Chaperone,LHS1,NA,159,661,8,NA,79.0675094339623,26.9988124054463,518.4215,NA,25.986,21.6705219364599,18.845375
39,0.2555,0.319478170588235,0.0446170790625,0.105285714285714,1,0,0,1,1,0,0,Chaperone,SSA1,2,170,544,14,95.5595,99.6138705882353,31.0920790441176,669.639214285714,1871.2,2789.52791764706,2147.41269485294,1676.58821428571
40,0.403666666666667,0.259258620689655,0.043345941542553,0.33351724137931,1,1,0,0,0,1,0,Chaperone,SSA2,3,174,188,29,361.973,116.221344827586,42.1854361702128,468.008172413793,7677.166,8942.90141954023,6477.49914361702,4693.44068965517
41,NA,0.073165623976608,0.022519882585752,0.098863636363636,1,0,0,0,0,0,0,Chaperone,SSA3,NA,171,379,22,NA,82.3374385964912,28.2561503957784,713.119954545455,NA,24.0450584795322,18.2108496042216,23.9458636363636
42,0.373,0.132163261428571,0.07197921672956,0.468,1,0,0,1,0,0,0,Chaperone,SSA4,1,210,795,11,134.926,80.8094904761905,27.6318377358491,768.622818181818,46.63,138.786228571429,127.92919245283,119.751727272727
43,NA,-0.109765217391304,0.117215188247863,0.109,1,0,0,0,0,1,0,Chaperone,SSB1,NA,115,468,1,NA,107.542860869565,35.3507136752137,464.75,NA,3447.99183478261,2878.38525854701,1049.461
44,-0.597,-0.116095826206897,0.119735034621329,0.836,1,0,0,0,0,1,0,Chaperone,SSB2,1,145,647,1,1353.056,101.513289655172,33.2657882534776,477.636,4152.705,2418.95142758621,2098.23953477589,2259.492
45,0.139,0.064676185714286,0.018919249538462,NA,1,0,0,1,1,1,0,Metabolism,TOR1,4,217,650,NA,28.76275,80.7726405529954,26.9956584615385,NA,6.3785,19.9752949308756,10.2541753846154,NA
46,0.131,0.064608333333333,0.533646408839779,0.361,0,1,0,0,0,0,0,Chaperone,SSC2/SSQ1,1,240,724,2,160.799,89.0785083333333,27.2078563535912,865.8125,33.175,47.3014208333333,41.5145414364641,170.415
