,wt,fiber,half,1pok-fiber2,cytosol,mitochondria,ER,Nucleus,Vacuole,Plasma-membrane,budneck,Category,names,nwt,nfiber,nhalf,n1pok-fiber2,ywt,yfiber,yhalf,y1pok-fiber2,rwt,rfiber,rhalf,r1pok-fiber2
1,0.741666666666667,0.320272727272727,-0.134425742574257,0.032303754266212,1,0,0,1,0,0,0,Chaperone,HSP104,6,33,101,586,577.903166666667,118.903272727273,36.2486831683168,453.189259385666,1086.49716666667,1100.78975757576,787.950346534653,853.424310580205
2,0.117,0.172581818181818,0.569952586206897,-0.034215661414141,0,1,0,0,0,0,0,Chaperone,HSP78,1,55,232,495,475.288,80.6387090909091,38.5607068965517,441.581775757576,340.511,292.602763636364,265.338168103448,224.545688888889
3,-0.094,0.062023255813954,0.502169902912621,-0.024548815753425,0,1,0,0,0,0,0,Chaperone,MCX1,5,43,206,438,467.4932,86.4438604651163,34.7061310679612,435.171335616438,75.4756,42.9708837209302,33.1269368932039,36.5878607305936
4,0.282,-0.085135593220339,-0.253958115183246,-0.032857285815603,0,0,0,1,0,0,0,DNA-related,RVB1,8,59,191,846,573.237125,114.981050847458,34.5120052356021,544.23674822695,298.597375,304.347949152542,234.376586387435,256.806353427896
5,0.1595,-0.096882352941177,-0.238693396226415,-0.012566265060241,0,0,0,1,0,0,0,DNA-related,RVB2,6,68,212,581,588.403333333333,100.780676470588,34.0088018867925,496.461623063683,201.639,241.180161764706,188.35366509434,209.119753872633
6,0.457333333333333,0.087933333333333,-0.111336492890995,0.049683761938633,0,0,1,0,0,0,0,Chaperone,CNE1,3,60,211,717,557.416666666667,92.6970166666667,35.7607156398104,552.423175732218,100.335,15.4347,10.456327014218,12.1545536959554
7,-0.001,0.0040125,-0.172849397590361,0.034072412585034,0,0,0,0,0,1,0,Chaperone,TCP1,6,80,166,588,353.195833333333,94.1865875,37.3046024096386,444.00006122449,337.220666666667,298.0628625,254.906192771084,260.740119047619
8,0.132,0.078929411764706,-0.105647657142857,0.090161943319838,1,0,0,0,0,0,0,Chaperone,CCT2,3,85,161,494,578.118333333333,110.679,37.4322422360248,482.15128340081,4.66066666666667,17.3705882352941,5.88703105590062,8.67453441295546
9,0.4393,0.1255,-0.211494380722022,0.047292992769231,1,0,0,0,0,0,0,Chaperone,CCT3,10,60,277,650,473.8978,115.786733333333,36.661238267148,457.0162,89.4444,64.5756166666667,54.2937725631769,59.6704753846154
10,0.046333333333333,0.039642857142857,-0.206577464788732,-0.011013888888889,1,0,0,0,0,0,0,Chaperone,CCT4,6,28,71,144,225.863166666667,79.7689642857143,38.0499577464789,304.541972222222,169.408166666667,184.413464285714,137.99923943662,156.367263888889
11,-0.235833333333333,0.075292682926829,-0.134894514767932,0.07762408912037,1,0,0,0,0,0,0,Chaperone,CCT5,6,41,237,432,536.144333333333,100.494487804878,37.0541265822785,504.423627314815,209.520666666667,277.005853658537,218.44829535865,219.447185185185
12,0.313666666666667,0.068653846153846,-0.141922580645161,0.056045835779817,1,0,0,0,0,0,0,Chaperone,CCT6,6,78,155,654,410.313333333333,109.758564102564,37.397664516129,461.804805810398,7.3625,15.9398076923077,5.8475935483871,12.8854892966361
13,0.11775,0.442696428571429,0.563260188087774,-0.065367915828678,0,1,0,0,0,0,0,Chaperone,HSP10,4,56,319,537,504.903,77.9512678571429,43.7310752351097,479.192517690875,1284.80925,1293.76378571429,1077.80949529781,1048.82469273743
14,0.595333333333333,0.12622641509434,-0.247695053103448,0.035598093514329,1,1,0,1,0,0,0,Chaperone,APJ1,3,53,145,663,643.674666666667,110.848735849057,33.4466827586207,473.469055806938,37.17,25.0721886792453,10.2127379310345,17.1603453996983
15,-0.180186271428571,-0.142592592592593,-0.298272251308901,0.053713419654715,1,0,0,1,0,0,0,Chaperone,CAJ1,7,54,191,753,428.197428571429,109.680907407407,34.885554973822,454.181442231076,172.166285714286,152.857444444444,130.261287958115,139.011544488712
16,0.284830026666667,-0.075166666666667,-0.232410569105691,0.014971452307692,0,0,0,1,0,0,0,RNA-related,CWC23,6,36,246,780,442.389333333333,112.917472222222,34.5022601626016,533.686988461538,42.2713333333333,34.1196111111111,16.5762235772358,19.4355448717949
17,0.293666666666667,0.233840707964602,-0.030459330143541,0.040453554913295,1,0,1,0,0,0,1,Peroxisom-related,DJP1,9,113,209,692,456.945111111111,100.647663716814,32.8387081339713,477.802226878613,195.410777777778,152.789973451327,129.732129186603,137.972803468208
18,0.250333333333333,0.132785714285714,-0.082099054978355,0.012724934294385,0,0,1,0,0,0,0,Folding-related,ERJ5,6,28,231,659,526.107666666667,100.0945,34.5762121212121,444.003696509863,29.663,50.2106428571429,24.5677272727273,27.6906813353566
19,0.270571428571429,0.218534246575342,-0.082243177118644,0.043348673033708,0,0,1,0,0,0,0,Chaperone,HLJ1,7,73,236,801,399.570714285714,105.38295890411,35.9391101694915,463.776323345818,60.7554285714286,49.4841506849315,30.4099194915254,37.9238626716604
20,0.184166666666667,0.04796317375,0.59972864321608,0.050068342960725,0,1,0,0,0,0,0,Chaperone,JAC1,6,80,199,662,572.329833333333,100.334575,36.4626934673367,468.087622356495,61.6421666666667,27.0941875,16.6583819095477,17.3717447129909
21,-0.046,0.131461765909091,-0.058254901960784,0.03645922736089,0,0,1,0,0,0,0,Chaperone,JEM1,2,44,204,629,292.51,104.361477272727,36.933612745098,477.863054054054,44.793,51.7803181818182,40.7760294117647,43.6217249602544
22,0.018666666666667,0.125571428571429,0.442625730994152,0.057236901365706,0,1,0,0,0,0,0,Chaperone,JID1,6,70,171,659,330.068333333333,107.3234,37.789,493.793153262519,17.5393333333333,27.5459857142857,11.8645321637427,13.7019939301973
23,0.21075,0.114768292682927,-0.058172284644195,0.075503262111801,1,1,0,0,0,0,0,Chaperone,JJJ1,4,82,267,644,584.2505,101.842365853659,36.4235131086142,456.663776397516,26.7195,31.0448536585366,15.1102322097378,17.7433819875776
24,0.2715,0.089716216216216,-0.212783216783217,0.053926218708827,1,0,0,1,0,0,0,Chaperone,JJJ2,4,74,143,759,353.41075,79.6539054054054,36.1566013986014,492.567645586298,42.75425,16.6421486486487,7.80462237762238,12.2448590250329
25,0.669,-0.036285714285714,-0.215723577235772,0.069763413924051,1,0,0,1,0,0,0,Chaperone,JJJ3,1,21,123,474,209.487,102.140095238095,34.239593495935,494.496183544304,151.941,36.3534761904762,34.7557073170732,39.0655738396624
26,-0.144666666666667,-0.005393939393939,0.600311557788945,-0.056315240083507,0,1,0,0,0,0,0,Chaperone,MDJ1,3,33,199,479,681.940333333333,105.044090909091,35.8143768844221,434.51775782881,278.382333333333,229.061727272727,182.975010050251,172.289482254697
27,0.28175,0.140177777777778,0.326116022099448,0.062014961102603,0,1,0,0,0,0,0,Chaperone,MDJ2,4,45,181,653,491.56775,107.395444444444,35.5412762430939,471.03019295559,8.11825,26.9752888888889,8.32527624309392,11.965865237366
28,0.366333333333333,0.161491228070175,-0.108571428571429,-0.024047757932692,0,0,1,0,0,0,0,Chaperone,SCJ1,6,57,238,832,595.904166666667,111.284456140351,32.0979117647059,512.377138221154,143.644666666667,147.875035087719,115.068668067227,132.211515625
29,-0.0775,0.029333333333333,0.013027397260274,0.000297670439024,0,1,1,0,0,0,0,Chaperone,SEC63,4,15,73,205,404.813,51.6812,30.0355753424658,437.379302439024,110.40475,140.951066666667,129.808726027397,114.633790243902
30,0.1198,0.032842105263158,-0.195580912863071,0.008047413793103,1,0,0,1,0,0,0,Chaperone,SIS1,20,57,241,696,524.30305,121.577105263158,35.2960497925311,496.015969827586,896.1816,706.035719298246,575.399887966805,643.924637931034
31,0.325,0.053612244897959,-0.032197014925373,0.048905372245509,1,0,0,0,0,0,0,,SWA2,2,49,335,668,324.7445,106.81406122449,33.5432985074627,466.519449101796,138.1045,43.9151020408163,42.5268656716418,44.6194116766467
32,0.165666666666667,0.47425,0.69592380952381,-0.02140625,0,1,0,0,0,0,0,,TIM14,6,28,105,128,335.861166666667,99.0094642857143,50.8164761904762,346.2489140625,278.8315,228.6275,223.100152380952,169.3594453125
33,0.285,0.05676,0.541850515463917,0.061963751845638,0,1,0,1,0,0,0,Chaperone,XDJ1,5,25,194,596,249.5282,116.69972,36.5678298969072,448.680669463087,79.6578,33.12808,23.9913556701031,25.7700117449664
34,-0.032142857142857,-0.10875641025641,-0.311111940298507,0.03571061966759,1,0,0,0,0,0,0,Chaperone,YDJ1,7,78,134,722,606.796285714286,104.04,41.3555746268657,490.683174515235,1908.348,1421.75756410256,1189.18602985075,1287.18634626039
35,-0.249428571428571,0.039686274509804,-0.049974358974359,0.033140645187602,1,1,0,1,0,0,0,Chaperone,ZUO1,7,51,195,613,566.613,102.539058823529,37.494682051282,466.810996737357,927.052857142857,681.287764705882,615.850184615385,685.830575856444
36,0.269333333333333,0.090850109482759,-0.06648083125,0.11803459280245,0,1,0,0,0,0,0,Chaperone,HSP60,15,116,176,653,413.317333333333,111.009836206897,39.1978068181818,511.374030627871,11.7318666666667,6.26844827586207,4.96871590909091,5.55305819295559
37,NA,0.054931034482759,-0.083889705882353,-0.028256578947368,0,0,1,0,0,0,0,Chaperone,KAR2,NA,29,136,304,NA,123.065689655172,37.4985147058824,444.126809210526,NA,1516.76617241379,1154.86381617647,1418.17152631579
38,0.075111111111111,0.065111111111111,-0.10483775375,0.031545019030521,0,0,1,0,0,0,0,Chaperone,LHS1,9,45,240,557,629.799333333333,128.1116,36.73885,497.036660682226,12.6255555555556,32.5581777777778,19.43505,22.9465583482944
39,0.057,0.299372093023256,-0.158184782608696,0.041399285993485,1,0,0,1,1,0,0,Chaperone,SSA1,3,43,92,614,874.753,152.977162790698,40.4960326086956,491.885988599349,5794.03633333333,4717.71355813954,2526.46970652174,3106.96948045603
40,0.5815,0.279608695652174,-0.00038,0.041317164179105,1,1,0,0,0,1,0,Chaperone,SSA2,8,23,50,804,453.264125,162.819086956522,26.39346,563.405450248756,7194.384125,10522.394,5598.75326,8653.86923631841
41,0.3068,-0.019228571428571,-0.079140963176895,0.081994209255533,1,0,0,0,0,0,0,Chaperone,SSA3,5,35,277,497,427.639,96.8918571428571,31.0819927797834,495.277513078471,67.026,32.2582571428571,15.7673718411552,18.2475070422535
42,0.397,0.122842105263158,-0.212030965217391,0.074754413470682,1,0,0,1,0,0,0,Chaperone,SSA4,5,38,345,631,430.2484,115.3315,33.2326376811594,450.87812044374,297.922,246.466263157895,166.932431884058,155.396705229794
43,-0.2067,0.101758620689655,-0.163871979389313,0.010373819163293,1,0,0,0,0,1,0,Chaperone,SSB1,10,29,131,741,551.1343,152.072965517241,42.8335190839695,483.292777327935,3570.489,3224.87551724138,2585.14506870229,2913.20927125506
44,-0.290222222222222,-0.000676470588235,-0.128713043478261,0.031122417322835,1,0,0,0,0,1,0,Chaperone,SSB2,9,34,115,635,595.832333333333,112.287352941176,42.3701652173913,541.26225511811,2487.95655555556,2143.68773529412,1992.01839130435,2162.91198740157
45,-0.059235294117647,0.063464285714286,-0.094937482938389,0.072020307171854,1,0,0,1,1,1,0,Metabolism,TOR1,17,56,211,739,180.605529411765,92.4999821428571,35.3359431279621,458.504115020298,10.7754117647059,14.032875,8.06117061611374,10.8774032476319
46,0.03925,0.124354430379747,0.614003787878788,-0.006992886309524,0,1,0,0,0,0,0,Chaperone,SSC2/SSQ1,4,79,264,672,685.839,102.45217721519,35.7200643939394,462.253209821429,58.43325,57.4820632911392,42.4889204545455,40.4619196428571
47,0.596666666666667,0.085202765254237,0.30213972690583,0.073071196728016,0,1,0,0,0,0,0,Chaperone,SSC3/ECM10,3,59,223,978,468.998333333333,110.269847457627,37.056201793722,453.185111451943,71.8226666666667,25.0723389830508,6.66317040358744,11.5304478527607
48,0.087333333333333,0.039947368421053,-0.060546875,0.025407988587732,1,0,0,0,0,0,0,Chaperone,SSE1,15,114,128,701,373.660466666667,102.791342105263,38.2276484375,481.377490727532,1535.58806666667,1467.08511403509,1317.323703125,1461.97650784593
49,-0.428,0.120666666666667,-0.115505952380952,0.061665315120773,1,0,0,0,0,0,0,Chaperone,SSE2,3,18,168,414,533.048666666667,110.961444444444,34.5138035714286,432.186439613527,64.4693333333333,117.507555555556,111.440619047619,102.893937198068
50,-0.1582,-0.091055555555556,-0.018992537313433,0.003186836518047,1,0,0,0,0,0,0,Chaperone,SSZ1,5,18,134,471,578.4318,149.279777777778,38.5869850746269,476.118647558386,609.8834,671.536444444444,557.660447761194,594.166146496815
51,-0.318,-0.076227272727273,-0.166596167772512,0.081941270371901,1,0,0,0,0,0,0,Chaperone,FES1,1,22,211,968,501.276,108.279409090909,34.9276398104265,468.067658057851,343.02,215.341272727273,144.587952606635,167.150095041322
52,-0.183333333333333,0.107078431372549,0.524980099502488,-0.045846882850242,0,1,0,0,0,0,0,Chaperone,MGE1P,3,51,402,828,608.217,107.58862745098,35.6133034825871,487.830358695652,282.559333333333,293.358058823529,266.391927860697,250.470649758454
53,-0.02,0.131348837209302,-0.083774891774892,-0.016766640090772,0,0,1,0,0,0,0,Chaperone,SIL1,4,43,231,661,499.191,124.633441860465,33.5687792207792,489.583266263238,74.297,87.7456744186047,68.217354978355,77.1243948562784
54,-0.115333333333333,0.112025,-0.063507340410959,-0.003756756756757,0,1,1,0,0,0,0,Structural,SNL1,6,40,292,481,518.0005,107.31345,34.3064417808219,491.592295218295,105.026,64.82795,44.4679520547945,49.2814927234927
55,0.2025,0.019290909090909,-0.209302325581395,0.068852612349727,1,1,0,0,0,1,0,Chaperone,HSC82,6,55,86,915,602.941333333333,137.877763636364,48.8089069767442,471.684028415301,5709.18666666667,4811.96414545455,3572.80748837209,4024.96964153005
56,0.0222,0.022026315789474,-0.205293333333333,0.049970248390805,1,0,0,0,0,0,0,Chaperone,HSP82,5,38,150,870,479.6374,138.9295,43.0056933333333,485.566616091954,2618.058,2555.92515789474,1912.02117333333,2272.56860114943
57,-0.333,0.039594202898551,0.074132055335968,0.029900032817338,1,0,0,0,0,0,0,Chaperone,AHA1,2,69,253,646,530.8595,119.269101449275,35.1996324110672,464.390027863777,127.1995,176.788101449275,124.729873517787,121.268176470588
58,-0.1025,0.070412698412698,-0.016405303030303,0.060487527956989,1,0,0,0,0,0,0,Chaperone,CDC37,6,63,264,744,591.228333333333,122.763476190476,37.3779166666667,483.228504032258,290.522666666667,204.220333333333,165.354151515152,171.933782258065
59,-0.429,-0.018510204081633,-0.13112780206422,0.060802326636905,1,0,0,0,0,0,0,Chaperone,CNS1,1,49,436,672,573.262,107.661591836735,36.1965779816514,469.428397321429,77.672,98.2160408163265,77.3199495412844,83.4859970238095
